id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26가드레일사유,v26_2_profile_reason
1894,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS, 삼송 데이터센터에 액체냉각 도입…네이버클라우드와 ‘AI 팩토리’ 구축",lg cns 삼송 데이터센터에 액체냉각 도입 네이버클라우드와 ai 팩토리 구축,테크월드,테크월드,"Wed, 26 Aug 2026 01:10:00 GMT","LG CNS, 삼송 데이터센터에 액체냉각 도입…네이버클라우드와 ‘AI 팩토리’ 구축 테크월드",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9oVHdmWmllQ2FhdHNET1dyQ1lYYU1xNWtZUndXbi1ocnY0bXUwc2NWMy0yN0NjZlFPZkZhUUtSLTVzTDUyaUhiemxDOURNblRvQnRMZXMwc3pXVWlPR1J3Y2xQdG1OZFBu?oc=5,"google_rss_""네이버"" when:2d",239.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,239.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 삼송 데이터센터에 액체냉각 도입 네이버클라우드와 ai 팩토리 구축,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 삼송 데이터센터에 액체냉각 도입 네이버클라우드와 ai 팩토리 구축,comp_domestic_ai_platform,,,
1860,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS·네이버클라우드, 삼송 데이터센터에 '액체냉각' 인프라 구축",lg cns 네이버클라우드 삼송 데이터센터에 액체냉각 인프라 구축,더팩트,더팩트,"Wed, 26 Aug 2026 01:07:45 GMT","LG CNS·네이버클라우드, 삼송 데이터센터에 '액체냉각' 인프라 구축 더팩트",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9FbDFRbXdMSjhmMWZlUWlEc1U4YUdHeVM2bDBxaWpGWkxhRG13X1RvVHpfblRzOF9rRVg2dVFJYWpUU0o4S2xiRS1rQzdCNklYSGc0Y05wcFE1UdIBVEFVX3lxTE1tdndSaUx4dEsxQkl1Vi0wNU5GNnNuUjZGVjlmZ09fYXc4S2o1MHF4bzV6MnNySWQwVkRvdnJlaURCMFBwMi01NTBGc0NIc1p2NEtFdA?oc=5,google_rss_네이버 when:2d,239.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,239.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 네이버클라우드 삼송 데이터센터에 액체냉각 인프라 구축,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 네이버클라우드 삼송 데이터센터에 액체냉각 인프라 구축,comp_domestic_ai_platform,,,
1919,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS·네이버클라우드, 데이터센터에 차세대 '액체냉각' 선제 도입",lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,네이트,네이트,"Wed, 26 Aug 2026 01:02:00 GMT","LG CNS·네이버클라우드, 데이터센터에 차세대 '액체냉각' 선제 도입 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5uTHJMVEgtNE9UeFVPck9wSFVSZW11Qzlnc0xhR3BnZ1RfUmR5ZUl0anA0NjdSOTBILU5yWnBhcDUzdzZlcjlfZm5RbkRYUEtoSTA0?oc=5,google_rss_네이버 조사 when:2d,239.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,239.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,comp_domestic_ai_platform,,,
1856,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS, 네이버클라우드와 협력...삼송 데이터센터에 ‘액체냉각’ 구현",lg cns 네이버클라우드와 협력 삼송 데이터센터에 액체냉각 구현,디지털투데이,디지털투데이,"Wed, 26 Aug 2026 01:00:00 GMT","LG CNS, 네이버클라우드와 협력...삼송 데이터센터에 ‘액체냉각’ 구현 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTFBXX2FCODl6elRMX2tuX0xhRjhKc2pvT2FmYzBjUGEtQVNGVzl0VF9HZjZNSjczVDZkME00dzg2bDdRZjh4MUhiVzVyeUdQWEpYb1FNTGNDMkZ3LU50bUpFVVI3NzNSUHB1NE1ZN1RjNHcyakE?oc=5,google_rss_네이버 when:2d,239.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,239.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 네이버클라우드와 협력 삼송 데이터센터에 액체냉각 구현,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 네이버클라우드와 협력 삼송 데이터센터에 액체냉각 구현,comp_domestic_ai_platform,,,
2496,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, IPO 앞두고 잇따른 임원 이탈…데이터센터 총괄 퇴사",오픈ai ipo 앞두고 잇따른 임원 이탈 데이터센터 총괄 퇴사,헤럴드경제,헤럴드경제,"Tue, 25 Aug 2026 23:06:36 GMT","오픈AI, IPO 앞두고 잇따른 임원 이탈…데이터센터 총괄 퇴사 헤럴드경제",https://news.google.com/rss/articles/CBMiV0FVX3lxTE02UFh2d1hUNXd5aFNua01fQTh2SkphU0NEdHk5VzFJcVcyOTk5aWdRNjlNS0ltUzVPaloycmFNb2FfTlpTbWsxUWEzcVpJNHJDajAzMFp1WQ?oc=5,google_rss_오픈AI when:2d,237.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,237.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
1947,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS·네이버클라우드, 데이터센터에 차세대 ‘액체냉각’ 선제 도입",lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,edaily.co.kr,이데일리,"Wed, 26 Aug 2026 01:00:03 GMT","LG CNS·네이버클라우드, 데이터센터에 차세대 ‘액체냉각’ 선제 도입 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxNRGFJalpYQ3Jfd2VuSHlFb1NjQzVRaEI0YkJSTTc3VEo2RHdtaXdxcDV5bGI2d2g2blJCU1NneHo2eXhxWWcyUXUxdnlXRWtIZUtaSjhnc0ZTWi04OXFkN05iOGVNc3FISXhQbjJibFVHYkZJazN2SENnYTQxWlEwMw?oc=5,google_rss_네이버 site:edaily.co.kr when:2d,237.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,237.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lg cns 네이버클라우드 데이터센터에 차세대 액체냉각 선제 도입,comp_domestic_ai_platform,,,
2494,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 데이터센터 총괄 퇴사…IPO 앞두고 임원 이탈 이어져 - 조선비즈",오픈ai 데이터센터 총괄 퇴사 ipo 앞두고 임원 이탈 이어져,Chosunbiz,Chosunbiz,"Wed, 26 Aug 2026 00:46:00 GMT","오픈AI, 데이터센터 총괄 퇴사…IPO 앞두고 임원 이탈 이어져 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxPY2hxbjNUc3NEcnZlZm1mWUwyd1ZvX0FQVFBVMW53SnZvRkFuczdrYmtYanUzNUhjV1Zfb0owa21BWVFrUUMxeXNrVTYzekNnejZyTUQxeU1oUl9BcWI2bHd5bkhjZ2hvU2V0WENDUVkxMENyTUlqWW9OcWo0NWEwYU9R0gGWAUFVX3lxTE9ZQ0FUR2NvT3pNOVdIYWItVHhnaWQ3aFh0UmdKT1pWdjFxU1hZVVdMQmhRMWVPeFNfQUN2T3pLT2F2ZzBwWWJPRlRPSjBlQzlKSjJJS3hyaThSWm1zRDl6SnNibTJSeWd5amNzbkZDMnZjcHYzLUk5bWFyeWZmOEtVTjNCRHZxVXdzcDlNQ3hpdWFQb2lvdw?oc=5,google_rss_오픈AI when:2d,234.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,234.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
2529,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, IPO 앞두고 잇따른 임원 이탈…데이터센터 총괄 퇴사",오픈ai ipo 앞두고 잇따른 임원 이탈 데이터센터 총괄 퇴사,네이트,네이트,"Tue, 25 Aug 2026 23:07:00 GMT","오픈AI, IPO 앞두고 잇따른 임원 이탈…데이터센터 총괄 퇴사 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE0tWmxFcjN4WHFXaHRLTmNzU0gtekNfdUtJVWpRWEN4eldHeXNHbXAtMFQyUjNEVFYtUWhCQTVGRllnQmlBQ0hmX1N0UmRSVktscUhRTnpxb3NqcHl1ZkhYNg?oc=5,google_rss_오픈AI when:2d,234.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,234.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
2489,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"IPO 앞둔 오픈AI, 핵심 임원 줄줄이 이탈...데이터센터 총괄도 퇴사",ipo 앞둔 오픈ai 핵심 임원 줄줄이 이탈 데이터센터 총괄도 퇴사,KBC광주방송,KBC광주방송,"Tue, 25 Aug 2026 22:39:26 GMT","IPO 앞둔 오픈AI, 핵심 임원 줄줄이 이탈...데이터센터 총괄도 퇴사 KBC광주방송",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5PNngtQnY3TmdyRmFOUmZaM2V0NUk2LUVINnpVMUJqd2RCX3dWMk9TSldCMGpVd1pjMXBVM01TM0NvbElzSk5mQmkzZjdWMzlsbHRBSzlEZFZyVzEzM3U1aQ?oc=5,google_rss_오픈AI when:2d,234.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,234.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
2569,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,IPO 앞둔 오픈AI서 또 임원 이탈…데이터센터 총괄 퇴사,ipo 앞둔 오픈ai서 또 임원 이탈 데이터센터 총괄 퇴사,네이트,네이트,"Tue, 25 Aug 2026 22:29:00 GMT",IPO 앞둔 오픈AI서 또 임원 이탈…데이터센터 총괄 퇴사 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1sMG9KbHFxYWhrazE1eWplLXkwUE1hSXZmNGpmZ29OeVBGVjNzc1hyUS00RjJCYUlqdWQ2MEhMX3Q2aGdUdmpvMDNUeGR3Y0pQc1Vj?oc=5,google_rss_오픈AI AI when:2d,234.5,33.5,"ai_infrastructure_security,leadership_change,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,234.5,"leadership_change,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:executive_or_org_change,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
1838,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"LG CNS-네이버클라우드, 액체냉각 AI 인프라 구축한다…'베라 루빈' 고발열 대응",lg cns 네이버클라우드 액체냉각 ai 인프라 구축한다 베라 루빈 고발열 대응,지디넷코리아,지디넷코리아,"Wed, 26 Aug 2026 01:01:01 GMT","LG CNS-네이버클라우드, 액체냉각 AI 인프라 구축한다…'베라 루빈' 고발열 대응 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5nYlVsQ29paXNiQXloVDBNUFRzcE92NDFQQXpacV9uSVhBLTlKWTFERTJKdEU5X01hVml1STI3S0dYcWVxQWdpb3AyMjVMOXk1ODhKM3pB?oc=5,google_rss_네이버 when:2d,230.5,35.5,"ai_infrastructure_security,legal_regulatory_enforcement",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,official_action,event:네이버:ai_infrastructure_security+legal_regulatory_enforcement,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,230.5,"legal_regulatory_enforcement,ai_infrastructure_security",competitor:regulatory_enforcement,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
2510,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"IPO 앞둔 오픈AI, 핵심 인력 잇단 이탈…데이터센터 총괄도 떠나",ipo 앞둔 오픈ai 핵심 인력 잇단 이탈 데이터센터 총괄도 떠나,아이뉴스24,아이뉴스24,"Tue, 25 Aug 2026 23:56:32 GMT","IPO 앞둔 오픈AI, 핵심 인력 잇단 이탈…데이터센터 총괄도 떠나 아이뉴스24",https://news.google.com/rss/articles/CBMiSEFVX3lxTE5pVlpOR2JMaEpsZXE3bEFveVBSY2xnZG9oaXpmM1FyeUpKZ3IxTGFiQVlTdkY3ZVRlcFZDX0FmU0FhcTY1TUtFSw?oc=5,google_rss_오픈AI when:2d,227.5,26.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,227.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
1884,경쟁사/해외이슈,경쟁사_해외이슈,네이버,[기자수첩] AI 데이터센터 기가와트 경쟁의 조건 : 네이버 블로그,기자수첩 ai 데이터센터 기가와트 경쟁의 조건 네이버 블로그,Naver Blog,Naver Blog,"Tue, 25 Aug 2026 11:48:19 GMT",[기자수첩] AI 데이터센터 기가와트 경쟁의 조건 : 네이버 블로그 Naver Blog,https://news.google.com/rss/articles/CBMijwFBVV95cUxQQzlUVUJieFFHOUI1YktmY1lJZWFDRVFlX25rVklRM3MyVEtsMjQ1aVZKdi1vYkFHejM5bDZkdWluR1o0bnFPTEI4Tm5qVWpUdy1XRVRoWG1zQm1nVjZtVDYzenBKX3ZUVF9RU2J5YU1HMThxRmc5aHpXbG5KZWlzaGw2M25xSFYtNHRFSFVaSQ?oc=5,google_rss_네이버 when:2d,226.0,3.5,"ai_infrastructure_security,aidc_datacenter,labor_dispute",labor_general,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,226.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
2567,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"IPO 앞둔 오픈AI, 핵심 인력 잇단 이탈…데이터센터 총괄도 떠나",ipo 앞둔 오픈ai 핵심 인력 잇단 이탈 데이터센터 총괄도 떠나,v.daum.net,v.daum.net,"Tue, 25 Aug 2026 23:58:09 GMT","IPO 앞둔 오픈AI, 핵심 인력 잇단 이탈…데이터센터 총괄도 떠나 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE1JQXpCYy05WjFkMVhhUklxbVhjQjJfOW9oejhrcFN5REx2UVA2REhNZjg3NGN2SmxpYjhqS3lBN1VDay1xOG9qLUR3bFZFV29RRktybQ?oc=5,google_rss_오픈AI AI when:2d,224.5,26.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,224.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,self_filler_reference,,,
2517,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"IPO 앞둔 오픈AI, 핵심 인력 잇단 이탈…데이터센터 총괄도 떠나",ipo 앞둔 오픈ai 핵심 인력 잇단 이탈 데이터센터 총괄도 떠나,네이트,네이트,"Tue, 25 Aug 2026 23:57:00 GMT","IPO 앞둔 오픈AI, 핵심 인력 잇단 이탈…데이터센터 총괄도 떠나 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTE1IcXFGeUZZLTRNWHFBRWRsWExSWkkzTlF4dERrWl9zZFpkdElYcFZ3YmhSX21RWW9MT3lNUUxnVU9lLXVNZnNBQWlQVkhXZ0ZXWEpLdEVmOGVkYWlrQUZ0Z2xYMkJJWTRZTkVZNE8tekNTZnhJNXNhWA?oc=5,google_rss_오픈AI when:2d,224.5,26.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,224.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
