id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26가드레일사유,v26_2_profile_reason
1946,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 전 세계 통신사 중 데이터센터 확장 1위",skt 전 세계 통신사 중 데이터센터 확장 1위,seoulfn.com,seoulfn.com,"Tue, 11 Aug 2026 08:35:14 GMT","SKT, 전 세계 통신사 중 데이터센터 확장 1위 seoulfn.com",https://news.google.com/rss/articles/CBMiakFVX3lxTE9Fc1B3NkQ0SEVqbmFhZHlkNW44SzB4Uy1VeG4yZG85ZjFaQU5CcmhNdHlUdlJ0WHEwZE9vcHlneUhPT3BBLTZvYjZydnJ4ZUVGTkZ6ajRVUExCZGNyelRwb01mLTVUUUFWS1E?oc=5,google_rss_SKT when:2d,228.5,14.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,14.0,published_yesterday,general,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,228.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:skt 전 세계 통신사 중 데이터센터 확장 1위,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:skt 전 세계 통신사 중 데이터센터 확장 1위,comp_domestic_ai_platform,,
1991,경쟁사/해외이슈,경쟁사_해외이슈,SKT,SKT '세계 1위' 깜짝 성적표…데이터센터 확장 이통사 '선두',skt 세계 1위 깜짝 성적표 데이터센터 확장 이통사 선두,네이트,네이트,"Tue, 11 Aug 2026 01:44:00 GMT",SKT '세계 1위' 깜짝 성적표…데이터센터 확장 이통사 '선두' 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBqUGRPZEtNdm1TWENERGY2MlVISXB4ZXo4MmdZRjlETUM5Q0w4a2RkQVFJNlItZkljR29pMEVlT1ZsT1ZlWXNwX0VwLThqVk1NNkww?oc=5,google_rss_SKT when:2d,224.5,14.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,2.0,published_yesterday+analysis_without_direct_event,analysis_feature,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,224.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:skt 세계 1위 깜짝 성적표 데이터센터 확장 이통사 선두,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:skt 세계 1위 깜짝 성적표 데이터센터 확장 이통사 선두,comp_domestic_ai_platform,,
1938,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 웹툰엔터, 알아이게임즈홀딩스에 전략적 투자⋯지분 60% 확보",네이버 웹툰엔터 알아이게임즈홀딩스에 전략적 투자 지분 60 확보,아이뉴스24,아이뉴스24,"Mon, 10 Aug 2026 23:33:13 GMT","네이버 웹툰엔터, 알아이게임즈홀딩스에 전략적 투자⋯지분 60% 확보 아이뉴스24",https://news.google.com/rss/articles/CBMiS0FVX3lxTE56UFZyN1VvZ09EMFlaX09VTVF2cHlKT3FRWk1JYnowMlk0QmtMVUdiTmVobTQ2TnVIZ3htWC1wVFA1RkpmLTgxTExNaw?oc=5,google_rss_네이버 site:inews24.com when:2d,223.0,38.5,"policy_legislation,strategy_mna_governance",policy_legislation,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,223.0,"policy_legislation,strategy_mna_governance",competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,comp_domestic_strategy,,
1868,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 쇼핑 가구매, 정말 안전할까? 연매출 200억 광고사 지사장이 말하는 현실",네이버 쇼핑 가구매 정말 안전할까 연매출 200억 광고사 지사장이 말하는 현실,아이보스,아이보스,"Tue, 11 Aug 2026 07:00:02 GMT","네이버 쇼핑 가구매, 정말 안전할까? 연매출 200억 광고사 지사장이 말하는 현실 아이보스",https://news.google.com/rss/articles/CBMiUEFVX3lxTE9aaklKUGFxRm1XLUFESS0tMHVEYjRzMHNPN0pTSW9sMk52dW50SGtXZElibk5SLW1hZzlvcU5JUFhjYm5GaGtVa2lTUXZLUVRf?oc=5,google_rss_네이버 개인정보 when:2d,222.0,34.5,"earnings,financial_performance,search_ads",financial_performance,네이버,,,,,,,general,14.0,published_yesterday,general,event:네이버:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,222.0,financial_performance,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버 쇼핑 가구매 정말 안전할까 연매출 200억 광고사 지사장이 말하는 현실,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버 쇼핑 가구매 정말 안전할까 연매출 200억 광고사 지사장이 말하는 현실,comp_domestic_finance_commerce,,
2007,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 펨토셀 과징금·분양이익 기저효과 소멸…2Q 수익성 둔화",kt 펨토셀 과징금 분양이익 기저효과 소멸 2q 수익성 둔화,톱데일리,톱데일리,"Wed, 12 Aug 2026 01:47:00 GMT","KT, 펨토셀 과징금·분양이익 기저효과 소멸…2Q 수익성 둔화 톱데일리",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9tQ3g4d01OOWpIaUZoTHZqelppcm1HWlRTSWhFWXlMQzVxM1JFQ0NUYjlJMi1WeHdYQThoN0VIZGgwVWZ2YW5kWVRUZkpvRnc?oc=5,google_rss_KT when:2d,221.0,43.0,"antitrust_platform,financial_performance,legal_regulatory_enforcement",antitrust_general,KT,,,,,,,general,24.0,published_today,official_action,global_incident:platform_regulation:kt:platform_regulation,penalty_or_sanction,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,221.0,"legal_regulatory_enforcement,financial_performance",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:sanction_penalty,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:kt:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:kt:platform_regulation,comp_domestic_direct_risk,,
3363,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"앤트로픽, IPO 앞두고 투자자 달래기…中 AI·규제 우려 진화",앤트로픽 ipo 앞두고 투자자 달래기 ai 규제 우려 진화,edaily.co.kr,이데일리,"Tue, 11 Aug 2026 08:00:07 GMT","앤트로픽, IPO 앞두고 투자자 달래기…中 AI·규제 우려 진화 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxOemNaRmFrQnJ2ZlNGSV9RWV9FMlBmTnM3RGZiOHpEMmpOdFA1dTRDZXZ0b3ZyT0cydEJLTlkzdVFYTnA5dkNjZERJdmFSZFU5WUFvQUpxMTUyVUw4WmxWSEYtOXlicGIzMGVsVzhUZnJERDZpRUNjSWpGNi1TZzNteQ?oc=5,google_rss_중국 AI when:2d,220.5,28.0,"ai_infrastructure_security,policy_legislation,strategy_mna_governance",ai_infrastructure_security,앤트로픽,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,220.5,"policy_legislation,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:sector:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:sector:anthropic_glasswing_security,comp_overseas_regulation_data,,
3148,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"앤트로픽, AI 챗봇 '클로드' 결과물에 투명 마커 도입…EU 규제 대응 차원",앤트로픽 ai 챗봇 클로드 결과물에 투명 마커 도입 eu 규제 대응 차원,finance-scope.com,finance-scope.com,"Tue, 11 Aug 2026 23:44:00 GMT","앤트로픽, AI 챗봇 '클로드' 결과물에 투명 마커 도입…EU 규제 대응 차원 finance-scope.com",https://news.google.com/rss/articles/CBMiakFVX3lxTE5lVUpQVTZuOEF5V0d2M1lDWTkxQmkxOU9rc2cxQjJWWUMtQ3paeWc0d1NIM2dTRnQ2M3NSSWdGeTQ2X2tVZEFpWVotcGR2N2ktdlIzeVdsTWZtRFZhbnJ4dnZSR1NRRnhXbnc?oc=5,google_rss_EU 규제 when:2d,220.0,21.0,"ai_agent,ai_infrastructure_security,policy_legislation",ai_infrastructure_security,앤트로픽,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,220.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:sector:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:sector:anthropic_glasswing_security,comp_overseas_regulation_data,,
1913,경쟁사/해외이슈,경쟁사_해외이슈,네이버,[비즈톡톡] “웹툰만으론 적자”… 네이버웹툰이 게임사에 1400억 투자한 이유는 - 조선비즈,비즈톡톡 웹툰만으론 적자 네이버웹툰이 게임사에 1400억 투자한 이유는,Chosunbiz,Chosunbiz,"Tue, 11 Aug 2026 07:22:00 GMT",[비즈톡톡] “웹툰만으론 적자”… 네이버웹툰이 게임사에 1400억 투자한 이유는 - 조선비즈 Chosunbiz,https://news.google.com/rss/articles/CBMiggFBVV95cUxPNjkybEJNY0NXWWptZTVFVGd4Y3pUS1l0NjlqWkRSRnJQV25FbTFhU1VLVXpSSFk5QUpGZ3A4NjJJeV9PZkxKQllsOGl1S2dJTG9QWU0zU3A4NVBXb0RHZTFLb29vTGw0aXh5UUF2YzhPcGxxandnMVJrYm9Sd3dTM0xR0gGWAUFVX3lxTE5xd01YcFBINkNWQS1nQ21SejZEX3RpLXVaTnZsMF9GNnNGanZyYVAtR2E1UUNVYWlZbmh4dWZBcnRFel9hejk2cG8yZHZvQWVpeEJYaUlWUnpNdjhVTVhqQ2pTM3l6a25keGJjSzl5bTRvTGlCOGtLRjJqMkZzZjBTQ0Q0MW5DRzUzZVl4V3lWa2tjWTlEZw?oc=5,google_rss_네이버 site:chosun.com when:2d,219.0,34.5,"earnings,financial_performance",financial_performance,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,event:네이버:financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,219.0,financial_performance,competitor:general,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:비즈톡톡 웹툰만으론 적자 네이버웹툰이 게임사에 1400억 투자한 이유는,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:비즈톡톡 웹툰만으론 적자 네이버웹툰이 게임사에 1400억 투자한 이유는,comp_domestic_strategy,,
1919,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버웹툰, ‘전독시’ 게임 만든다…RI게임즈 인수로 IP 확장",네이버웹툰 전독시 게임 만든다 ri게임즈 인수로 ip 확장,sedaily.com,서울경제,"Tue, 11 Aug 2026 02:26:35 GMT","네이버웹툰, ‘전독시’ 게임 만든다…RI게임즈 인수로 IP 확장 sedaily.com",https://news.google.com/rss/articles/CBMiUkFVX3lxTE4wbDFneEpHd25IV1k3S3cwV0ZjVThLXzdwNG5Ya0tuSE5VaWxjMVZaR1p6aXFtbmtxR1Zmdmo1VXJWWlgzTlRPdUJPTUJSYnRzNFHSAVNBVV95cUxNQWtmaW5nOTZpQkZnNDlkVEIyRG5qcDdraXpjTWtvSUVIUVBGRnlfZVBRTTdsNjJWUkRqVVBJQnVTNHVaelFQWTFRS0tGdjNkSnJNTQ?oc=5,google_rss_네이버 site:sedaily.com when:2d,218.0,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,218.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,comp_domestic_ai_platform,,
2741,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,하원 민주당 의원들은 AI 데이터 유출 사건과 관련하여 오픈AI와 앤트로픽 CEO들을 상대로 선서 증언을 요구하고 있습니다,하원 민주당 의원들은 ai 데이터 유출 사건과 관련하여 오픈ai와 앤트로픽 ceo들을 상대로 선서 증언을 요구하고 있습니다,Cryptopolitan,Cryptopolitan,"Mon, 10 Aug 2026 20:20:27 GMT",하원 민주당 의원들은 AI 데이터 유출 사건과 관련하여 오픈AI와 앤트로픽 CEO들을 상대로 선서 증언을 요구하고 있습니다 Cryptopolitan,https://news.google.com/rss/articles/CBMihAFBVV95cUxNSkhwT1Z6SUFidklWVk1kNC1sUUtWU3BIYWF1MGEzb2R5Y0JXX181cVFiekNPUTZkVlVoV1labmg5c0I0Ymx4dXNRcmQ0YUFNVE8zcU9FSnNYbWRWODVXYXFUaHRpMGdVZUF5UXNYOHZraVZheHpIVG1URS1KelRlS3EtUmU?oc=5,google_rss_오픈AI 규제 when:2d,217.0,31.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,217.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_regulation_data,,
3335,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"앤트로픽, IPO 앞두고 투자자 설득 총력…中 저가 AI 공세에도 '자신감'",앤트로픽 ipo 앞두고 투자자 설득 총력 저가 ai 공세에도 자신감,지디넷코리아,지디넷코리아,"Tue, 11 Aug 2026 06:48:20 GMT","앤트로픽, IPO 앞두고 투자자 설득 총력…中 저가 AI 공세에도 '자신감' 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBIVnVtajlxd3QwVHJOUGxLem1EMVQwcXg2dEdPenYtT2lPN2dsRmVMMVNYZlpLOXRzb2Jjd1RDb3lXNmxobXhjaEoxeUZvcmhaTlFmTkxR?oc=5,google_rss_중국 AI when:2d,216.5,21.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,앤트로픽,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,216.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:sector:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:sector:anthropic_glasswing_security,comp_overseas_platform_ai,,
3279,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"앤트로픽, 사상 최대 IPO 앞두고 투자자 달래기…中 AI 우려 일축",앤트로픽 사상 최대 ipo 앞두고 투자자 달래기 ai 우려 일축,뉴시스,뉴시스,"Tue, 11 Aug 2026 05:52:49 GMT","앤트로픽, 사상 최대 IPO 앞두고 투자자 달래기…中 AI 우려 일축 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE1yLTlyeWtEWXJpSldEMVlKd2psTUxCR2VVTGpnelNSajdtN0JXMGtOVldkcVduWmlyZEF5THBSeDdUUFNMTk9wMVZkWlN2akxndlJnMHNhRDhCVzB1Sk5JWEdWaWhDbWE5UElUczE0MHdPckU0VHo3adIBeEFVX3lxTE1yLTlyeWtEWXJpSldEMVlKd2psTUxCR2VVTGpnelNSajdtN0JXMGtOVldkcVduWmlyZEF5THBSeDdUUFNMTk9wMVZkWlN2akxndlJnMHNhRDhCVzB1Sk5JWEdWaWhDbWE5UElUczE0MHdPckU0VHo3aQ?oc=5,"google_rss_""트럼프 행정부"" when:2d",216.5,21.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,앤트로픽,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,216.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:sector:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:sector:anthropic_glasswing_security,comp_overseas_platform_ai,,
2659,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, '전력 거래 책임자' 채용…AI 데이터센터 에너지 리스크 직접 관리",오픈ai 전력 거래 책임자 채용 ai 데이터센터 에너지 리스크 직접 관리,AI타임스,AI타임스,"Tue, 11 Aug 2026 08:15:20 GMT","오픈AI, '전력 거래 책임자' 채용…AI 데이터센터 에너지 리스크 직접 관리 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE9mZXhvU05IeTFnbDJBTTR1UmFpQ05tZkpwZTEya2pjeW1uTko5SmlUb0xBaHBXMW1ZZzRtLU43LVFmaWdFM0xsSU1FdDlpeG8wT2c4aTRONVJWR2ctSkhzdmE3QVZwRlpzUlE?oc=5,google_rss_오픈AI when:2d,215.0,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_law_power,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,215.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,
3351,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"엔비디아, 새 AI 모델 공개…""GPU 1개로 PC에서 구동 가능""",엔비디아 새 ai 모델 공개 gpu 1개로 pc에서 구동 가능,news.nate.com,news.nate.com,"Tue, 11 Aug 2026 17:32:00 GMT","엔비디아, 새 AI 모델 공개…""GPU 1개로 PC에서 구동 가능"" news.nate.com",https://news.google.com/rss/articles/CBMieEFVX3lxTFBfbXNkbXd0LUJDN1FaOGNBMUNrcjAyX1dfMUVFNmJlUEszUDlQc3F1ZkVUaEIzc3lmR2pRSkxXZ0M2dFYwYloxTkVNTHpMc0JxN01FQmlSck1yMGIxUzJuSXFKRmozY3F5cmlyWUo1NWNTaG9PaXhqZg?oc=5,google_rss_중국 AI when:2d,215.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,,,,,,,,general,24.0,published_today,business_change,,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,215.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_platform_ai,,
1862,경쟁사/해외이슈,경쟁사_해외이슈,네이버,제주항공 고객 개인정보 네이버에 노출…100여명 여권번호 일부 유출,제주항공 고객 개인정보 네이버에 노출 100여명 여권번호 일부 유출,mydaily.co.kr,mydaily.co.kr,"Tue, 11 Aug 2026 09:08:49 GMT",제주항공 고객 개인정보 네이버에 노출…100여명 여권번호 일부 유출 mydaily.co.kr,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5HY3ZfYnRET1k2MjNQaWpLRUw0QkR4Rmc5enNEUWJSbFlXLXAxSXFuUGtvQU1JM1UxNG9uOTZvWGpLajJvT0lTQVcwdTk5a210c01BTFp4TE05Y3JRUTVwVQ?oc=5,google_rss_네이버 개인정보 when:2d,214.0,34.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:naver:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,214.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:naver:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_direct_risk,,
