id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v27_event_key
2025,경쟁사/해외이슈,경쟁사_해외이슈,네이버,티빙 ‘역대 4위’ 정보 유출… 네이버·통신사 연동 회원도 포함,티빙 역대 4위 정보 유출 네이버 통신사 연동 회원도 포함,매일일보,매일일보,"Tue, 14 Jul 2026 07:31:29 GMT",티빙 ‘역대 4위’ 정보 유출… 네이버·통신사 연동 회원도 포함 매일일보,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBOSmVzMVlIZFlneXE4Y2J3V1BSejcxWTl6Y2Z1OXNyOTB0Vl9UbEZ1a1RhREtEWVlaTGZOR1p3THlDRWdtc1lPOWQ5ODczdndDSFk2RWMwcllQcURmcWROS29icGE?oc=5,"google_rss_""네이버"" when:2d",219.5,31.5,privacy_security_reliability,privacy_security_reliability,네이버,,,,,,,general,24.0,published_today,direct_risk,privacy_security:tving:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,219.5,privacy_security_reliability,competitor:security_reliability,global_incident:privacy_security:naver:tving:data_leak:general,global_incident:privacy_security:naver:tving,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:privacy_security:naver:tving,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:privacy_security:naver:tving,comp_domestic_direct_risk,,,
2966,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, '하이페리온' 5GW로 확장…세계 최대 AI 데이터센터 구축",메타 하이페리온 5gw로 확장 세계 최대 ai 데이터센터 구축,AI타임스,AI타임스,"Tue, 14 Jul 2026 04:49:39 GMT","메타, '하이페리온' 5GW로 확장…세계 최대 AI 데이터센터 구축 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE9yMzE3TG12azdOS1ZHMmZEUmQzQTRWVTdPaHFRb1RDc2dOOU1UOWhmc1BjcTFqSUZTcnZSQ2d0aHRTbFJIRTVUeG5Ec1lXcl9OdTJFTnJuaDFWcHB1X29mYy1OWlN4QmcwS3c?oc=5,google_rss_메타 when:2d,219.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,219.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
3000,경쟁사/해외이슈,경쟁사_해외이슈,메타,"[숏폼] 투자 축소 기우였나 메타, AI 데이터센터 확대",숏폼 투자 축소 기우였나 메타 ai 데이터센터 확대,SBS Biz,SBS Biz,"Tue, 14 Jul 2026 01:23:00 GMT","[숏폼] 투자 축소 기우였나 메타, AI 데이터센터 확대 SBS Biz",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9CNWtmclVKN0ZSakJ5d0c4N3hWM1h5UzVEeDNNZjU0bmFTQUYyRWd0anl2YjB5R1RUbE9fdzhHaWVPR1hUYUNyRWdvWHZXY0pfR3VV0gFYQVVfeXFMTUw1aTZtdk9BVU5SSzA5ZkgxNzZ6dTJoQUs0ZERpaFlYd0hFVjNLR2J1NlVvMDZUY0VhRzVNR0dveUpWQlppMFMxazFJOTRmU2RIZTZVVHRuXw?oc=5,google_rss_메타 when:2d,219.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,219.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
2293,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 국정자원 ISP 우선협상자 선정…""공공 AI 인프라 혁신""",kt 국정자원 isp 우선협상자 선정 공공 ai 인프라 혁신,v.daum.net,v.daum.net,"Tue, 14 Jul 2026 01:23:27 GMT","KT, 국정자원 ISP 우선협상자 선정…""공공 AI 인프라 혁신"" v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE5MbzlCSV9mMkRqRVVBZTY1c05nTXEwUTNuNElLRWYwcHk1VTRZMTdZaXVYOEJIeFNVZFptVWY4cnU0TXV0N3c?oc=5,google_rss_KT when:2d,217.0,25.0,"ai_infrastructure_security,government_ai,strategy_mna_governance",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security+government_ai,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,217.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,self_filler_reference,,,
2303,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, '국가정보자원관리원 혁신 ISP' 우선협상자 선정 … 공공 AI 인프라 설계 착수",kt 국가정보자원관리원 혁신 isp 우선협상자 선정 공공 ai 인프라 설계 착수,뉴데일리,뉴데일리,"Tue, 14 Jul 2026 01:03:35 GMT","KT, '국가정보자원관리원 혁신 ISP' 우선협상자 선정 … 공공 AI 인프라 설계 착수 뉴데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxQOWQ3dTFUc25YSTRJVWF3eHVkTVZvY1ZDSTZJQ3dPV3h5eW9pMHhReEtSZFcwaHRpaXpiVWlNbi1JTjd2MDFiZEV4ZkdMdnh0ZlVLTi1fZTlIZXY5dTA3TkJnLUJZbjd6cXBuNEtzSENvSkluSzhhRGJ6LUtKeFZZQtIBgAFBVV95cUxQOWQ3dTFUc25YSTRJVWF3eHVkTVZvY1ZDSTZJQ3dPV3h5eW9pMHhReEtSZFcwaHRpaXpiVWlNbi1JTjd2MDFiZEV4ZkdMdnh0ZlVLTi1fZTlIZXY5dTA3TkJnLUJZbjd6cXBuNEtzSENvSkluSzhhRGJ6LUtKeFZZQg?oc=5,google_rss_KT when:2d,217.0,25.0,"ai_infrastructure_security,government_ai,strategy_mna_governance",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security+government_ai,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,217.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_public_infra,,,
3009,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 美 루이지애나 AI 데이터센터 5GW로 확장…투자액 500억달러 돌파",메타 루이지애나 ai 데이터센터 5gw로 확장 투자액 500억달러 돌파,네이트,네이트,"Tue, 14 Jul 2026 01:05:11 GMT","메타, 美 루이지애나 AI 데이터센터 5GW로 확장…투자액 500억달러 돌파 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE8yeGhycjhyVFpwV05scVBYZDJkYVREZGd3by1VLVBtNUgtRXhkNHRjWngyVmU1dXlVWkdDR3ZGdF96SFQyUlI2MHoxS2MzUUlvSmJZ?oc=5,google_rss_메타 when:2d,217.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,217.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
2999,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 美 루이지애나 AI 데이터센터 5GW로 확장…투자액 500억달러 돌파",메타 루이지애나 ai 데이터센터 5gw로 확장 투자액 500억달러 돌파,디지털투데이,디지털투데이,"Tue, 14 Jul 2026 01:05:00 GMT","메타, 美 루이지애나 AI 데이터센터 5GW로 확장…투자액 500억달러 돌파 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE9DdmtwTTJscmJoM3VYbGstMFJ6UkxMc0NJNjFuRzZjaGVGeVFSeXNmS1p5RGRDUXBHeEV5cTQyVTFMQUdfd2o1Z2hQSEhrOU56NXNscHYzYlpMU0NiTjgxSUtzSVRoTlN5b29SMlAzMTcxMjg?oc=5,google_rss_메타 when:2d,217.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,217.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
3051,경쟁사/해외이슈,경쟁사_해외이슈,메타,"[AI 고속도로] 메타, 美루이지애나 AI 데이터센터 5GW로 확대…500억 달러 투입",ai 고속도로 메타 루이지애나 ai 데이터센터 5gw로 확대 500억 달러 투입,v.daum.net,v.daum.net,"Tue, 14 Jul 2026 00:09:52 GMT","[AI 고속도로] 메타, 美루이지애나 AI 데이터센터 5GW로 확대…500억 달러 투입 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9FX29HYjVTSkRjTm5LdzkzdnZkNmRjeGZyTmNMdW5CU01OMV9XaWhpNWZNQm0xZE5xUEZUeE5NV3ZSNVVwZ05KOHVDTTJDVkE?oc=5,"google_rss_""메타"" when:2d",217.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,217.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,self_filler_reference,,,
3060,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 루이지애나 AI 데이터센터 5GW로 확대…500억 달러 규모 투자 : 글로벌",메타 루이지애나 ai 데이터센터 5gw로 확대 500억 달러 규모 투자 글로벌,재경일보,재경일보,"Mon, 13 Jul 2026 22:01:00 GMT","메타, 루이지애나 AI 데이터센터 5GW로 확대…500억 달러 규모 투자 : 글로벌 재경일보",https://news.google.com/rss/articles/CBMiSkFVX3lxTE8wODN2a0RmTzd5VUZHOXhwWUpVVlBLQkpaUE5rMHRibG5ROGczRFV3UmlvdGRHVk5HWXBnbk8xMV9ZSGh3aUFUYU5n?oc=5,google_rss_메타 AI when:2d,217.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,217.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
2990,경쟁사/해외이슈,경쟁사_해외이슈,메타,"전문가 ""메타·xAI, 엔비디아 AI 독점 해자 더 단단하게 만들었다""",전문가 메타 xai 엔비디아 ai 독점 해자 더 단단하게 만들었다,Benzinga,Benzinga,"Tue, 14 Jul 2026 03:59:09 GMT","전문가 ""메타·xAI, 엔비디아 AI 독점 해자 더 단단하게 만들었다"" Benzinga",https://news.google.com/rss/articles/CBMi0AJBVV95cUxQOUQ2cG5sWFRmQlU2cFM1Y3QwYUV0S0JfdjFUSWNlNFlKZnIyOV9XQWdpNXJBbXRXUWNtdVVyVjRWdzgzNWRLOUo0OC1IWFU1RklYQ3dtVE4wOE5aVWJlWFhzaEl1Ql9VQ2JTNmJOdG0yWHpDeFAxemp0VEhyb25zS2tfVGtHSTE1OXhxbUVCeEFLeGdIN0VDZGtIaGpjdGpMa2VpN01QYlRUbDhPY3l1LXJBOUF3ZGhraHN6NnR0bHRxSGt3c1BNZUI1dWFJN0Y1aTBTck5Ra3VpZW9tb1pqX0JpdF95NFgwVmZWS25ORXlFbWtITzkwUF9xTExEZGdjZUhTU2V2WWJqa3p0ZDZOdnYyWXFWSDFPTDZ5NUVpQWpFNGg5LUxlaHZ6dHdBbGF3QVJ1M2p2dUE5MzZWdHdBMFVDWDlNa1A3N2hkbkRHanA?oc=5,google_rss_메타 when:2d,216.0,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security+market_power_platform,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,216.0,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:전문가 메타 xai 엔비디아 ai 독점 해자 더 단단하게 만들었다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:전문가 메타 xai 엔비디아 ai 독점 해자 더 단단하게 만들었다,comp_overseas_platform_ai,,,
397,정부/국회,정부_국회,과학기술정보통신부,"정부, 60여개국 외교단에 ‘글로벌 AI 허브’ 협력 제안",정부 60여개국 외교단에 글로벌 ai 허브 협력 제안,edaily.co.kr,이데일리,"Tue, 14 Jul 2026 07:19:34 GMT","정부, 60여개국 외교단에 ‘글로벌 AI 허브’ 협력 제안 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxPSWdON0RrdG5BZHhjNHl3WHJpTVIzOTdkdGVXUGJLWTBOQ3lTeUFSQXpJUDYtVXZwMUY4V2dWTkY4djJmdnFCRmw0ejRVY2s3VHBLZUVKU2F0c25mcjNRS0ZwM1FQMjhZU3pza3hOZ1lRVEVGQnRfOUV4Y1VlLU9hTQ?oc=5,google_rss_과학기술정보통신부 when:2d,215.6,40.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,24.0,published_today,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,215.6,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:정부 60여개국 외교단에 글로벌 ai 허브 협력 제안,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:정부 60여개국 외교단에 글로벌 ai 허브 협력 제안,government_ai_core_policy,,,
2981,경쟁사/해외이슈,경쟁사_해외이슈,메타,"투자 축소 기우였나...메타, AI 데이터센터 확대",투자 축소 기우였나 메타 ai 데이터센터 확대,v.daum.net,v.daum.net,"Mon, 13 Jul 2026 19:24:01 GMT","투자 축소 기우였나...메타, AI 데이터센터 확대 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5Id3pfVkxZUzJHS3NSbkd0U1YtZVotbkVEenEwcmFPbW84NklLenhMS2p6eU5ZemJoSmZJZUhSZWNONnlYOVJZQXlfeHNIQjg?oc=5,google_rss_메타 when:2d,215.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,215.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,self_filler_reference,,,
2721,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글·MS·세일즈포스, 앤트로픽 MCP 겨냥한 AI 에이전트 프로토콜 연합",구글 ms 세일즈포스 앤트로픽 mcp 겨냥한 ai 에이전트 프로토콜 연합,AI 매터스,AI 매터스,"Tue, 14 Jul 2026 02:57:21 GMT","구글·MS·세일즈포스, 앤트로픽 MCP 겨냥한 AI 에이전트 프로토콜 연합 AI 매터스",https://news.google.com/rss/articles/CBMiVEFVX3lxTE81LUFlNjA5Q00wSzZkZVp0Mkg5dlQzTzJ5MFVUY0tHSktBanBxUkJsaXZiTWJMMWdINXFpalcyS3ZudXFyM290WHl4aUpBWHl3eXRhbg?oc=5,google_rss_구글 when:2d,214.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"구글,앤트로픽",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,214.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:google:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:anthropic_glasswing_security,comp_overseas_platform_ai,,,
2219,경쟁사/해외이슈,경쟁사_해외이슈,SKT,SKT·KT ‘AI 고속도로’ 핵심 AI-RAN 구축 사업 착수…“피지컬AI 실증”,skt kt ai 고속도로 핵심 ai ran 구축 사업 착수 피지컬ai 실증,서울경제,서울경제,"Tue, 14 Jul 2026 06:00:00 GMT",SKT·KT ‘AI 고속도로’ 핵심 AI-RAN 구축 사업 착수…“피지컬AI 실증” 서울경제,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9FWHFwWU5kaGJVbmhxWDRYRXhkWU1TX1JaNXo3eDFkclN5bzJzZ1NOSkhtdmFLZEJabDVoNmNfb3l5aFExZjRmdElXMjNHNmQ1UEHSAVNBVV95cUxOMlpoNll4RUQwV1Fhc015MWtJeHVldHM0WlBNUWJ5UVpRaFJYSjRwNGhzNU5FOERWMVBZd1dMWTZTaHYxOHpBQk4yNng2OTRrV2lZcw?oc=5,google_rss_SKT when:2d,214.0,18.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,"KT,SKT",,,,,,,general,24.0,published_today,business_change,event:KT+SKT:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,214.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2855,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI·앤트로픽 상장 임박…'AI 신흥 갑부'들의 자선 계획에 업계 들썩,오픈ai 앤트로픽 상장 임박 ai 신흥 갑부 들의 자선 계획에 업계 들썩,AI타임스,AI타임스,"Mon, 13 Jul 2026 07:06:49 GMT",오픈AI·앤트로픽 상장 임박…'AI 신흥 갑부'들의 자선 계획에 업계 들썩 AI타임스,https://news.google.com/rss/articles/CBMiakFVX3lxTE9MQW5FMGtwcjZqWnpFMWNlcWltYzQ1aVVMNGFiT0FyVTBNR0FVR3U1VDRteE91QTVycnRteGx0YkEzaU9xU29LNUpZalpQeFJUQkxPUHN0UW80Q3FSNlZIblpnRF9pVHQ1LUE?oc=5,google_rss_오픈AI when:2d,212.0,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,212.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,
