id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
2290,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 삼성전자·HD현대삼호와 '하이퍼 AI 네트워크' 구축 나선다",kt 삼성전자 hd현대삼호와 하이퍼 ai 네트워크 구축 나선다,뉴스락,뉴스락,"Tue, 14 Jul 2026 06:00:00 GMT","KT, 삼성전자·HD현대삼호와 '하이퍼 AI 네트워크' 구축 나선다 뉴스락",https://news.google.com/rss/articles/CBMibEFVX3lxTE50NndvMGJ0N0RvWUtIN29fa28zNmxKRGxtcU15bnp6Wi1WM2VneHF6WHhlQmtqR1dxV01RZmdzM1FVbGFxMU5wNUE5d295bXdNZG9ZYzVTOHpmR0ZwMkt4WDdjVDRaZktwT2hIcA?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2270,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 국가정보자원관리원 AI 인프라 혁신 밑그림 맡는다",kt 국가정보자원관리원 ai 인프라 혁신 밑그림 맡는다,v.daum.net,v.daum.net,"Tue, 14 Jul 2026 05:49:54 GMT","KT, 국가정보자원관리원 AI 인프라 혁신 밑그림 맡는다 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE8yWDRFSkJCOGNMc3I0Rl9GQkZMcXI4ck56VC01b3FxUklOZHRPWGxIM2JDQlhpcWFpZFRJaEltR3lvTURiQUpheFIySFo1SjQ?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,self_filler_reference,,,,
2254,경쟁사/해외이슈,경쟁사_해외이슈,KT,KT 지니TV ‘AI 지역정보’ 출시…“우리 동네 소식 TV로”,kt 지니tv ai 지역정보 출시 우리 동네 소식 tv로,IT조선,IT조선,"Tue, 14 Jul 2026 03:55:15 GMT",KT 지니TV ‘AI 지역정보’ 출시…“우리 동네 소식 TV로” IT조선,https://news.google.com/rss/articles/CBMidEFVX3lxTE5mS0Y3elR4UWEwVUhmY0NMeVFaY0F5S2doOGtUMTVTRlhjOWtHcW5hdHVCVmJtTm14eUJLcXVhSlI5eUF2MDZRLTBYY3lyR3ozQkVDSGVSVExJUDFDajd4b0RQOF9PaGRjOGg3Z2Z4T1JXVllQ0gF0QVVfeXFMTmZLRjd6VHhRYTBVSGZjQ0x5UVpjQXlLZ2g4a1QxNVNGWGM5a0dxbmF0dUJWYm1ObXh5QktxdWFKUjl5QXYwNlEtMFhjeXJHejNCRUNIZVJUTElQMUNqN3hvRFA4X09oZGM4aDdnZnhPUldWWVA?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2227,경쟁사/해외이슈,경쟁사_해외이슈,SKT,SKT ‘AI고속도로’ 핵심 ‘AI-RAN 선도망’ 구축 사업 착수,skt ai고속도로 핵심 ai ran 선도망 구축 사업 착수,포인트데일리,포인트데일리,"Tue, 14 Jul 2026 02:30:00 GMT",SKT ‘AI고속도로’ 핵심 ‘AI-RAN 선도망’ 구축 사업 착수 포인트데일리,https://news.google.com/rss/articles/CBMicEFVX3lxTE81bkF1RV91WXRicjZyZzdCckJNc2ZsTWltbm1QRWVKOXFGV1AtS1picFF6RXJuTnJ1Q3o4UE5KMWNZSTJxM0EySmk1dkJUNUtweFpiakNvSlRDZkhZX3RXWC1nTHRTd2tpcGt0MEYzWUTSAXRBVV95cUxNaGlacHRBSDVxeXAtNVBwTFJvUVVMb0tVSEYzSllEQzN5S2JBcFkxQVlJZ185eDNHZlpJWHV6UlZlQkF5akxpdy14dkZDVDRYeTZJZ19oNGtGVzBoc2hkRlB6YlRlZWV4Y1QwY29rTS1PVEVmVw?oc=5,google_rss_SKT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,,
2057,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"AI 검색 경쟁 본격화…네이버 '실행', 다음 '생활형 에이전트'",ai 검색 경쟁 본격화 네이버 실행 다음 생활형 에이전트,딜사이트,딜사이트,"Mon, 13 Jul 2026 02:41:27 GMT","AI 검색 경쟁 본격화…네이버 '실행', 다음 '생활형 에이전트' 딜사이트",https://news.google.com/rss/articles/CBMiT0FVX3lxTE52NTZ6MWNEeF8tckpxcW1acWNob0RFaW5uY3c3WkVSel94NDBBeXJlWDJEM0RRNm9qWEdBckhJR1pvSmttb0dfZXJxVnpqcEk?oc=5,google_rss_네이버 AI when:2d,198.0,16.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,198.0,ai_infrastructure_security,self:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 검색 경쟁 본격화 네이버 실행 다음 생활형 에이전트,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai 검색 경쟁 본격화 네이버 실행 다음 생활형 에이전트,comp_domestic_ai_platform,,,,
2273,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI로 지자체 정책영상 만든다…지니TV `AI 지역정보` 출시",kt ai로 지자체 정책영상 만든다 지니tv ai 지역정보 출시,디지털데일리,디지털데일리,"Tue, 14 Jul 2026 02:26:31 GMT","KT, AI로 지자체 정책영상 만든다…지니TV `AI 지역정보` 출시 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9GZEFqdTR3SThRZk9nb2YwRHFza3EwVENMVGdGMFd6MzdBTTk1Z2hNLU0zaUVBSDhVNnI5WWRidFh2RkJLaS1tdTNucVBCSHc2SU1TLVIybkpqTUJSZ0pDY19XVFg?oc=5,google_rss_KT when:2d,197.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security+policy_legislation,general,,"weak_form_without_full_basis:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,197.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2073,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"팀네이버, 세계 최고 권위 AI 학회서 풀스택 연구 성과 공개",팀네이버 세계 최고 권위 ai 학회서 풀스택 연구 성과 공개,서울경제TV,서울경제TV,"Mon, 13 Jul 2026 01:15:07 GMT","팀네이버, 세계 최고 권위 AI 학회서 풀스택 연구 성과 공개 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1xUTg3azBWbXRlb3NZc0RVa3dFLW9mU2xtRExhM2Znb1lWci1wOXMwUzRJQktkeElfX0VsNEFfd3VJTHI4WHpsNDN3dG0tRUhFQV9KdlZIaEhCZy1FaXdHSGFyblk?oc=5,google_rss_네이버 AI when:2d,197.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:팀네이버 세계 최고 권위 ai 학회서 풀스택 연구 성과 공개,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:팀네이버 세계 최고 권위 ai 학회서 풀스택 연구 성과 공개,comp_domestic_ai_platform,,,,
2065,경쟁사/해외이슈,경쟁사_해외이슈,네이버,LLM 취약점 찾고 최적화…네이버 ‘AI 경쟁력’ 입증,llm 취약점 찾고 최적화 네이버 ai 경쟁력 입증,서울경제,서울경제,"Mon, 13 Jul 2026 00:38:04 GMT",LLM 취약점 찾고 최적화…네이버 ‘AI 경쟁력’ 입증 서울경제,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5QbW5YLU9xTlJRQUc1QVg4dk5TWEYwU0xWWmNJR1ZsbWx0bHBEVWRKenRUemV2QmpCZVB3OGdieHdxVjFQc184X2x0MjFHbzdwM0HSAVNBVV95cUxOZHpnWlpfZldOaVZVNmptZkZZdlV1dTBjN3F5OGMwZFBLQXZ0amY4TGZhcW90R0U1cEk5SWNOc3RRUnNEcU9mMW90ai1UTVl0bWQwVQ?oc=5,google_rss_네이버 AI when:2d,197.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:llm 취약점 찾고 최적화 네이버 ai 경쟁력 입증,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:llm 취약점 찾고 최적화 네이버 ai 경쟁력 입증,comp_domestic_ai_platform,,,,
2298,경쟁사/해외이슈,경쟁사_해외이슈,KT,KT·삼성전자·HD현대삼호 뭉쳤다…피지컬 AI 시대 통신 인프라 구축,kt 삼성전자 hd현대삼호 뭉쳤다 피지컬 ai 시대 통신 인프라 구축,ebn.co.kr,ebn.co.kr,"Tue, 14 Jul 2026 07:01:34 GMT",KT·삼성전자·HD현대삼호 뭉쳤다…피지컬 AI 시대 통신 인프라 구축 ebn.co.kr,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBrUExOZy1FSVRVMVpvMVFsNTNNblQzUVdvUnFXQU1PU0g0MVlJVE5Mdmt1c0hKNGZqVGtkRmYxUmRzdWY0dG9mVzBoQmt1T0JQNzVqNnVxc2JhX2tKaURSU1lYcmJVV0lO?oc=5,google_rss_KT when:2d,197.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2253,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 조선소 특화 하이퍼 AI 네트워크 구축 착수",kt 조선소 특화 하이퍼 ai 네트워크 구축 착수,2news.co.kr,2news.co.kr,"Tue, 14 Jul 2026 06:41:00 GMT","KT, 조선소 특화 하이퍼 AI 네트워크 구축 착수 2news.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1BUGJsdHp0bS1TVVlFVC0wS25tWGYxQ0pCVVRyajdIbDZzS281WGM5dmJvZmxtLXVUblpaZ0h6VHJjajg5TWdjVmFQcEpFRWpMMVpaN3MxNmw0bE1nNXlZQ01sUTVpU3R0?oc=5,google_rss_KT when:2d,197.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2210,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SK텔레콤, AI-RAN 선도망 구축 착수·피지컬 AI 서비스 실증",sk텔레콤 ai ran 선도망 구축 착수 피지컬 ai 서비스 실증,fetv.co.kr,fetv.co.kr,"Tue, 14 Jul 2026 06:00:00 GMT","SK텔레콤, AI-RAN 선도망 구축 착수·피지컬 AI 서비스 실증 fetv.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE14ZnFWNHU3emp6M3VOT2o4cXlKaW9QQVRNa0JoemhZdTc0SFU0MVRTaWNBOHNzam1vQUp5MWgxcjdTS08xclVsZG1YUm9kaEdFTWZrc1B6RVNPdm5sejM5cFB4eEY3cXln?oc=5,google_rss_SKT when:2d,197.0,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,,
2190,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, AI-RAN 선도망 구축 실증사업 착수",skt ai ran 선도망 구축 실증사업 착수,뉴스핌,뉴스핌,"Tue, 14 Jul 2026 01:07:00 GMT","SKT, AI-RAN 선도망 구축 실증사업 착수 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE4wTVJPYk1aT3ZDbUpkNThrSzRTa0Z2UlllbTdYSGdVV3J6U3YxQjhkN0ctUU13ZFJTSmpYdlczdTNMZmMwdmJnMGY2VEpVMDlEcl9ldUpqeERyUGdD?oc=5,google_rss_SKT when:2d,197.0,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,,
2337,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"[AI픽] LGU+, AI 고객센터 기술 공개…상담 전 과정 AI로 혁신",lgu+ ai 고객센터 기술 공개 상담 전 과정 ai로 혁신,네이트,네이트,"Tue, 14 Jul 2026 00:42:00 GMT","[AI픽] LGU+, AI 고객센터 기술 공개…상담 전 과정 AI로 혁신 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE53OHNBZklMZGJIYWZHV2xKVl9KZnNmLXRxVDEwRkgzUXFJY0tXRndBbkJxb2VrMU5UemtkYWcxUEVzWm02S1ZrcGg0dEN1eV9ncUlv?oc=5,google_rss_LGU+ when:2d,197.0,11.0,ai_infrastructure_security,ai_infrastructure_security,LGU+,,,,,,,general,24.0,published_today,business_change,event:LGU+:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lgu+ ai 고객센터 기술 공개 상담 전 과정 ai로 혁신,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lgu+ ai 고객센터 기술 공개 상담 전 과정 ai로 혁신,comp_domestic_ai_platform,,,,
2333,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, AXIS 2026서 AI 상담 기술 공개…'V프로필'로 서비스 다각화",lgu+ axis 2026서 ai 상담 기술 공개 v프로필 로 서비스 다각화,포인트경제,포인트경제,"Tue, 14 Jul 2026 00:26:30 GMT","LGU+, AXIS 2026서 AI 상담 기술 공개…'V프로필'로 서비스 다각화 포인트경제",https://news.google.com/rss/articles/CBMiakFVX3lxTFBrckRBRGpPM09EVVYxaW1zWC1oMk1zVVd1c2ZvYlhRaFNnR0FhZjQ4NUNVTUdNU3BBcDA1ZHJNa3Bvc0xSSGZ0R29vNUNWaFRDREJ0endHY0pKeS1JZjZJMXlmaG5TSU5lbnc?oc=5,google_rss_LGU+ when:2d,197.0,11.0,ai_infrastructure_security,ai_infrastructure_security,LGU+,,,,,,,general,24.0,published_today,business_change,event:LGU+:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lgu+ axis 2026서 ai 상담 기술 공개 v프로필 로 서비스 다각화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lgu+ axis 2026서 ai 상담 기술 공개 v프로필 로 서비스 다각화,comp_domestic_ai_platform,,,,
2327,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"AICC 핵심 기술·서비스 공개…LGU+, 고객 경험 혁신한다",aicc 핵심 기술 서비스 공개 lgu+ 고객 경험 혁신한다,v.daum.net,v.daum.net,"Tue, 14 Jul 2026 00:02:10 GMT","AICC 핵심 기술·서비스 공개…LGU+, 고객 경험 혁신한다 v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE5ZaGtfc1pYRnNpQU5jOTFPc2hHeGdrSGZyR0t5NXVRWkZ5aFZ0SW02V21sODhLV3dKa2VYUVUxQVBMZEpnTnc?oc=5,google_rss_LGU+ when:2d,197.0,11.0,ai_infrastructure_security,ai_infrastructure_security,LGU+,,,,,,,general,24.0,published_today,business_change,event:LGU+:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,197.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:aicc 핵심 기술 서비스 공개 lgu+ 고객 경험 혁신한다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:aicc 핵심 기술 서비스 공개 lgu+ 고객 경험 혁신한다,self_filler_reference,,,,
131,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"투자 늘리는 네이버, 몸집 줄이는 카카오...엇갈린 전략",투자 늘리는 네이버 몸집 줄이는 카카오 엇갈린 전략,v.daum.net,v.daum.net,"Sun, 12 Jul 2026 21:02:19 GMT","투자 늘리는 네이버, 몸집 줄이는 카카오...엇갈린 전략 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBtY29wbW5UVE1kYXc1MGVkN21LMlJyMVV4OFJyQXc4US1lVWVpdVNDZlo3ZG9lMXkzcFNzMkh1aTBTQTZXRGNLTUZjeHNxMVE?oc=5,google_rss_카카오 매각 when:2d,196.8,20.0,policy_legislation,policy_legislation,"네이버,카카오",,,,,,,general,14.0,published_yesterday,business_change,event:네이버+카카오:policy_legislation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,196.8,policy_legislation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:투자 늘리는 네이버 몸집 줄이는 카카오 엇갈린 전략,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_DOMESTIC_STRATEGY,domestic,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,self_strategic_reference:투자 늘리는 네이버 몸집 줄이는 카카오 엇갈린 전략,self_strategic_reference,,,,
