id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v27_event_key,v32_weak_non_digital_gov
53,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오게임즈 오션드라이브 '갓 세이브 버밍엄' 게임스컴 2026 출격,카카오게임즈 오션드라이브 갓 세이브 버밍엄 게임스컴 2026 출격,전자신문,전자신문,"Mon, 20 Jul 2026 04:26:46 GMT",카카오게임즈 오션드라이브 '갓 세이브 버밍엄' 게임스컴 2026 출격 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9VMGMzSFlLQzR6V25xd0VDaEJRTDk1Qk5wWFpQemxzYU9DRU50WUg2NTFmN19rMnpobjAxbWEyYkpjVzdrMVo0SzFOdk4wZw?oc=5,google_rss_카카오 when:4d,11.8,13.0,,,"카카오,카카오게임즈",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,11.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오게임즈 오션드라이브 갓 세이브 버밍엄 게임스컴 2026 출격,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,,other,,,self_filler_reference:카카오게임즈 오션드라이브 갓 세이브 버밍엄 게임스컴 2026 출격,self_filler_reference,,,,
3624,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"문샷, ‘키미 K3’ 흥행에 6개월 내 홍콩 상장…중국 AI 패권 공세 자본시장으로",문샷 키미 k3 흥행에 6개월 내 홍콩 상장 중국 ai 패권 공세 자본시장으로,아시아투데이,아시아투데이,"Sun, 19 Jul 2026 23:11:15 GMT","문샷, ‘키미 K3’ 흥행에 6개월 내 홍콩 상장…중국 AI 패권 공세 자본시장으로 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE9wNW45QXZDYlFlaXBIdF8xakVkdTc0WTJzTFdzbkhWbG1PS3JrRkRrcmxkQ29GaWRORmh5bG1yUUMyaWxzR04xcjB0RU9CTkNpNmZpT1NiZTVic2R6NElJUi10cmt2djJBbTJQSEFR?oc=5,google_rss_중국 AI when:4d,11.0,28.0,"ai_infrastructure_security,k_moonshot,strategy_mna_governance",ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,direct_risk,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,11.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:문샷 키미 k3 흥행에 6개월 내 홍콩 상장 중국 ai 패권 공세 자본시장으로,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:문샷 키미 k3 흥행에 6개월 내 홍콩 상장 중국 ai 패권 공세 자본시장으로,government_ai_core_policy,,,,
3596,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"중국 AI 스타트업 문샷, ‘키미 K3’ 흥행 업고 홍콩 상장 속도",중국 ai 스타트업 문샷 키미 k3 흥행 업고 홍콩 상장 속도,시사저널,시사저널,"Mon, 20 Jul 2026 02:35:05 GMT","중국 AI 스타트업 문샷, ‘키미 K3’ 흥행 업고 홍콩 상장 속도 시사저널",https://news.google.com/rss/articles/CBMic0FVX3lxTE9EQkRCNzBHRi14MGtFMTRrVWNBNy1Na1JRczhoTmFadnJkd05Eb05leU8wb1ZreUx0U21jRkJHZjVNZzFqc0lvbGVWZG5MTzZTUWo1MFcyX2xsMHF2WVZ5TW9iaHR5MU5URzBucUhEeS1DQlXSAXNBVV95cUxPREJEQjcwR0YteDBrRTE0a1VjQTctTWtSUXM4aE5hWnZyZHdORG9OZXlPMG9Wa3lMdFNtY0ZCR2Y1TWcxanNJb2xlVmRuTE82U1FqNTBXMl9sbDBxdllWeU1vYmh0eTFOVEcwbnFIRHktQ0JV?oc=5,google_rss_중국 AI when:4d,11.0,28.0,"ai_infrastructure_security,k_moonshot,strategy_mna_governance",ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,direct_risk,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,,,,11.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:중국 ai 스타트업 문샷 키미 k3 흥행 업고 홍콩 상장 속도,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:중국 ai 스타트업 문샷 키미 k3 흥행 업고 홍콩 상장 속도,government_ai_core_policy,,,,
3654,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"'키미 K3' 흥행 탄 문샷AI, 홍콩 IPO 속도 … 기업가치 300억달러 기대",키미 k3 흥행 탄 문샷ai 홍콩 ipo 속도 기업가치 300억달러 기대,뉴데일리,뉴데일리,"Mon, 20 Jul 2026 01:43:52 GMT","'키미 K3' 흥행 탄 문샷AI, 홍콩 IPO 속도 … 기업가치 300억달러 기대 뉴데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxPNktZWl9nWFI2d3dGSnFBWk13UUVtNTI5c0ducjBoRkxhb29NNEkzZ0h5WXdXTG1vLTVUUHU0Sm1PZ3hHWW5JMWt4NGlsenFuOUwxQUtBVWMzQklhVlRiM0VNYm5Gd0xWLVVRd1liNUlKSkdlN2pwTFdZRkJBVVo2VdIBgAFBVV95cUxPNktZWl9nWFI2d3dGSnFBWk13UUVtNTI5c0ducjBoRkxhb29NNEkzZ0h5WXdXTG1vLTVUUHU0Sm1PZ3hHWW5JMWt4NGlsenFuOUwxQUtBVWMzQklhVlRiM0VNYm5Gd0xWLVVRd1liNUlKSkdlN2pwTFdZRkJBVVo2VQ?oc=5,"google_rss_""중국 AI"" when:4d",11.0,28.0,"ai_infrastructure_security,k_moonshot,strategy_mna_governance",ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,direct_risk,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,11.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:키미 k3 흥행 탄 문샷ai 홍콩 ipo 속도 기업가치 300억달러 기대,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:키미 k3 흥행 탄 문샷ai 홍콩 ipo 속도 기업가치 300억달러 기대,government_ai_core_policy,,,,
3622,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"""중국 AI 기업 문샷, 6개월내 홍콩 상장 추진""",중국 ai 기업 문샷 6개월내 홍콩 상장 추진,v.daum.net,v.daum.net,"Mon, 20 Jul 2026 00:25:41 GMT","""중국 AI 기업 문샷, 6개월내 홍콩 상장 추진"" v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBKR1RwZ2JFM2g3OTB4SUhSeGZDZjF1OHB2YzZQaWpQMU9sdXNFZ083dTFHQnhaOS1xUzd1VDNIQzlsdnl4ME0zNHo3MVNaM2FRaHJYTQ?oc=5,google_rss_중국 AI when:4d,11.0,28.0,"ai_infrastructure_security,k_moonshot,strategy_mna_governance",ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,direct_risk,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,overseas_platform_ai_rule_pass,Y,global,11.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,,,산업동향,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:중국 ai 기업 문샷 6개월내 홍콩 상장 추진,카카오 대외협력 관점 간접 참고,2,2,2,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,local,OFF_TOPIC,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,self_filler_reference:중국 ai 기업 문샷 6개월내 홍콩 상장 추진,self_filler_reference,,,,
2553,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"경찰, 인천 쿠팡물류센터 화재 수사전담팀 구성",경찰 인천 쿠팡물류센터 화재 수사전담팀 구성,SBS Biz,SBS Biz,"Mon, 20 Jul 2026 04:53:00 GMT","경찰, 인천 쿠팡물류센터 화재 수사전담팀 구성 SBS Biz",https://news.google.com/rss/articles/CBMiWEFVX3lxTE05WDI2SnRGdW9POHMtcmtHdDlEVDNtYmRFenJpUFZJMExlS0xqT0Zicnk0X1VMbGxVU0d5a25DZUYzZUgzUWNRQ0xGZE1uNWdnQnZHYzdzTGTSAVhBVV95cUxNOVgyNkp0RnVvTzhzLXJrR3Q5RFQzbWJkRXpyaVBWSTBMZUtMak9GYnJ5NF9VTGxsVVNHeWtuQ2VGM2VIM1FjUUNMRmRNbjVnZ0J2R2M3c0xk?oc=5,google_rss_쿠팡 해킹 when:4d,11.0,14.0,legal_regulatory_enforcement,legal_regulatory_enforcement,쿠팡,v43_not_true_competitor,,,,,,general,24.0,published_today,direct_risk,event:쿠팡:legal_regulatory_enforcement,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,11.0,legal_regulatory_enforcement,competitor:regulatory_enforcement,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:경찰 인천 쿠팡물류센터 화재 수사전담팀 구성,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:경찰 인천 쿠팡물류센터 화재 수사전담팀 구성,comp_domestic_public_infra,,,,
2359,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,5년 만에 또 물류센터 대형화재…쿠팡 안전대책 다시 시험대,5년 만에 또 물류센터 대형화재 쿠팡 안전대책 다시 시험대,연합뉴스,연합뉴스,"Mon, 20 Jul 2026 01:31:55 GMT",5년 만에 또 물류센터 대형화재…쿠팡 안전대책 다시 시험대 연합뉴스,https://news.google.com/rss/articles/CBMiYEFVX3lxTE02Nkdjd1QxTklQX0tFTVRzY0Jha3J5ajhHWlNfb2VxT1VpczJKck0yNXhWcF9KazdXVTRyMndqMTM4SkF0dUEtaWktalpnWTBCeFJWbzVrdUZ1cVMxWmd5ddIBYEFVX3lxTE02Nkdjd1QxTklQX0tFTVRzY0Jha3J5ajhHWlNfb2VxT1VpczJKck0yNXhWcF9KazdXVTRyMndqMTM4SkF0dUEtaWktalpnWTBCeFJWbzVrdUZ1cVMxWmd5dQ?oc=5,google_rss_쿠팡 when:4d,11.0,11.0,policy_legislation,policy_legislation,쿠팡,v43_not_true_competitor,,,,,,general,24.0,published_today,general,event:쿠팡:policy_legislation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,11.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:5년 만에 또 물류센터 대형화재 쿠팡 안전대책 다시 시험대,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:5년 만에 또 물류센터 대형화재 쿠팡 안전대책 다시 시험대,comp_domestic_strategy,,,,
101,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"'역사적 저점' 카카오, 반등 올까 [한경 프리미엄9 TODAY]",역사적 저점 카카오 반등 올까 한경 프리미엄9 today,한국경제,한국경제,"Mon, 20 Jul 2026 08:57:44 GMT","'역사적 저점' 카카오, 반등 올까 [한경 프리미엄9 TODAY] 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE54MVpReC14bTRIR2dvNjBIU2ozWXJMSTFvMWpIWmMyT2RTaWotX0lJZGoyWDVCT0FjWWNueDdNLVE1bjBkcWtuMTM1ZjRUaXJTdkdocmJHQkF1UQ?oc=5,google_rss_카카오 조정 when:4d,10.3,10.5,,,카카오,v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,10.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:역사적 저점 카카오 반등 올까 한경 프리미엄9 today,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,,other,,,self_filler_reference:역사적 저점 카카오 반등 올까 한경 프리미엄9 today,self_filler_reference,,,,
2667,경쟁사/해외이슈,경쟁사_해외이슈,토스,"“가족 교대운전 시 보험 확인해야”…토스인슈어런스, 여름휴가철 보험 상식 공개",가족 교대운전 시 보험 확인해야 토스인슈어런스 여름휴가철 보험 상식 공개,전자신문,전자신문,"Sun, 19 Jul 2026 23:45:06 GMT","“가족 교대운전 시 보험 확인해야”…토스인슈어런스, 여름휴가철 보험 상식 공개 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBaMW5FT2FUdW5mX0lHdGRjQmtkVlJoWFF1WVJWVDAwNHhZRXNaQ2tKQlZMLVU1bVJBdUxVQkJCdmdILVI4Rk5EcU9PZmhmdw?oc=5,google_rss_토스 when:4d,10.0,11.0,platform_obligation,platform_obligation,토스,v43_not_true_competitor,,,,,,general,24.0,published_today,general,event:토스:platform_obligation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,toss,10.0,platform_obligation,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:가족 교대운전 시 보험 확인해야 토스인슈어런스 여름휴가철 보험 상식 공개,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:가족 교대운전 시 보험 확인해야 토스인슈어런스 여름휴가철 보험 상식 공개,comp_domestic_finance_commerce,,,,
586,정부/국회,정부_국회,공정거래위원회,공정위 제재받고도…종소세 환급 플랫폼 논란 지속,공정위 제재받고도 종소세 환급 플랫폼 논란 지속,남도일보,남도일보,"Mon, 20 Jul 2026 08:16:00 GMT",공정위 제재받고도…종소세 환급 플랫폼 논란 지속 남도일보,https://news.google.com/rss/articles/CBMicEFVX3lxTE5MU2FtdnozbFpBWDdOOTFwbkxDS2tnTGtmMWFCYS12Yk9IZjRIaEg4OC1IUHRQWks4QjlGcGJlWGxPaDI2ckNXUG01aE5aQzU4VTNaRWxSLVN2VlVjLVkwVERQUHBJZkE4VzFBck5pS0XSAXBBVV95cUxOTFNhbXZ6M2xaQVg3TjkxcG5MQ0trZ0xrZjFhQmEtdmJPSGY0SGhIODgtSFB0UFpLOEI5RnBiZVhsT2gyNnJDV1BtNWhOWkM1OFUzWkVsUi1TdlZVYy1ZMFREUFBwSWZBOFcxQXJOaUtF?oc=5,google_rss_공정거래위원회 when:4d,9.6,139.5,"antitrust_platform,legal_regulatory_enforcement,market_power_platform",antitrust_general,공정위,,Y,,,,government:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation,penalty_or_sanction,,"generic_platform_without_digital_business_context:actor=False,change=False,bridge=False",0,,,,9.6,"legal_regulatory_enforcement,policy_legislation,market_power_platform",government:platform_obligation,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,2,5,4,,,v26.2: no central Korean public actor/action for Government section: foreign_public_policy,local,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation,government_regulatory_enforcement,weak_gov_basis:foreign_public_policy,,,
25,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 자체 기술로 반려동물 속마음 전하는 프로모션 전개",카카오 자체 기술로 반려동물 속마음 전하는 프로모션 전개,폴리뉴스 Polinews,폴리뉴스 Polinews,"Mon, 20 Jul 2026 04:16:37 GMT","카카오, 자체 기술로 반려동물 속마음 전하는 프로모션 전개 폴리뉴스 Polinews",https://news.google.com/rss/articles/CBMibkFVX3lxTFBDM3o1dmtFeTNfWG5JYzI5aXE4V2lwSTBBSTgwTnRSNXZfSXRFTEQ4NVBtSUtLajUyOE1oOTFyaTUyeVk3aVpmbXVvWXAwanlmb1k3d0NxOW94cDM2a2VicVFSNVBGOHluSnZoeXBn0gFyQVVfeXFMTWJQRGlncjRjb3ZvdTF0bzNVQjF0S0dkLTh1a2EtdGwyZ1VhT0FqOG9kSjFTSHNDOU4yR2tERU5JVUEtT1VOWWhXMDdiU3F6R182Nmo0U2dwZ3BPSUhJODA2MEtwaFJVaTdsSEszbm5hWENB?oc=5,google_rss_카카오 when:4d,9.3,13.5,self_pr_promo,,카카오,v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,9.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 자체 기술로 반려동물 속마음 전하는 프로모션 전개,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,,other,,,self_filler_reference:카카오 자체 기술로 반려동물 속마음 전하는 프로모션 전개,self_filler_reference,,,,
132,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오톡, PC에서도 ChatGPT… 대화 요약 기능 추가",카카오톡 pc에서도 chatgpt 대화 요약 기능 추가,이코노미톡뉴스,이코노미톡뉴스,"Thu, 16 Jul 2026 23:30:00 GMT","카카오톡, PC에서도 ChatGPT… 대화 요약 기능 추가 이코노미톡뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE16TTZ5V0xGM2VZQzdQSEQxVzZMb1R2S3NMUWk2X2VjY0J5QVZEOEd4OEhLX3RsVnhXa0dBVFhYV1lkMmp1TlFMZ1JXUEFQMXVPTFlCRW93OWNFSDlXUDNWeC0yWDJvaGs4WUt6dQ?oc=5,google_rss_카카오 AI when:4d,9.0,32.0,ai_infrastructure_security,ai_infrastructure_security,"오픈AI,카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,0.0,,general,event:오픈AI+카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,9.0,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,카카오톡 내 ChatGPT 연동,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,카카오톡 내 ChatGPT 연동,self_filler_reference,,,,
145,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,농구 아니다…카카오뱅크 AI 이모지 퀴즈 7월 18일 정답,농구 아니다 카카오뱅크 ai 이모지 퀴즈 7월 18일 정답,위키트리,위키트리,"Sat, 18 Jul 2026 02:08:00 GMT",농구 아니다…카카오뱅크 AI 이모지 퀴즈 7월 18일 정답 위키트리,https://news.google.com/rss/articles/CBMiVkFVX3lxTE02THh5UzRyWWxRenhDZDZGVFpldDVzeXNLbk5xX2pmZU9qS3M1cEFySDlnWGc5cHc0ZjFFdTA0czVmZ3B3V2ZOVDd6VjY3REoySnA1YWl3?oc=5,google_rss_카카오 카카오뱅크 when:4d,9.0,32.0,ai_infrastructure_security,ai_infrastructure_security,"카카오,카카오뱅크",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,0.0,,business_change,event:카카오+카카오뱅크:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,9.0,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:농구 아니다 카카오뱅크 ai 이모지 퀴즈 7월 18일 정답,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:농구 아니다 카카오뱅크 ai 이모지 퀴즈 7월 18일 정답,self_filler_reference,,,,
131,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,'모두의 AI' 쟁탈전 막 올랐다…네이버·카카오·이통3사 총출동 [SS포커스],모두의 ai 쟁탈전 막 올랐다 네이버 카카오 이통3사 총출동 ss포커스,네이트,네이트,"Sat, 18 Jul 2026 01:00:00 GMT",'모두의 AI' 쟁탈전 막 올랐다…네이버·카카오·이통3사 총출동 [SS포커스] 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFA0WFhtUTkxRThFNDBxZVFXcmYyUlRLam1NYWxGb0hFUWRKRGREN3RGczJzM2tTZWlYazdWNDBObVMtc2NXZmp1Q3Q5dFNTaU92S0pz?oc=5,google_rss_카카오 AI when:4d,9.0,32.0,ai_infrastructure_security,ai_infrastructure_security,"네이버,카카오",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,0.0,,business_change,event:네이버+카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,9.0,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:모두의 ai 쟁탈전 막 올랐다 네이버 카카오 이통3사 총출동 ss포커스,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:모두의 ai 쟁탈전 막 올랐다 네이버 카카오 이통3사 총출동 ss포커스,self_filler_reference,,,,
128,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,종이와 펜 ‘3글자’…카카오뱅크 AI퀴즈 정답 (7월 17일),종이와 펜 3글자 카카오뱅크 ai퀴즈 정답 7월 17일,위키트리,위키트리,"Fri, 17 Jul 2026 03:09:00 GMT",종이와 펜 ‘3글자’…카카오뱅크 AI퀴즈 정답 (7월 17일) 위키트리,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9QT0JwYUNIbm52OHU5cFVBRkowTEVIWEFPU0hRYnhDa0UxWEVSZUtmOVRRNjE2VTBsOVhUMUVLSlV4TkxJM01UcFdiTjBkclVjUVZHNkZn?oc=5,google_rss_카카오 AI when:4d,9.0,32.0,ai_infrastructure_security,ai_infrastructure_security,"카카오,카카오뱅크",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,0.0,,business_change,event:카카오+카카오뱅크:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,9.0,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:종이와 펜 3글자 카카오뱅크 ai퀴즈 정답 7월 17일,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:종이와 펜 3글자 카카오뱅크 ai퀴즈 정답 7월 17일,self_filler_reference,,,,
201,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오모빌리티,"카카오모빌리티와 만난 기아, 자율주행 전용 PBV 현실로 만든다",카카오모빌리티와 만난 기아 자율주행 전용 pbv 현실로 만든다,한국AI부동산신문,한국AI부동산신문,"Fri, 17 Jul 2026 03:07:34 GMT","카카오모빌리티와 만난 기아, 자율주행 전용 PBV 현실로 만든다 한국AI부동산신문",https://news.google.com/rss/articles/CBMiTEFVX3lxTE1LU1IyajQ4MDhFRnFiekFveUFFRlRNZ0dsTDZreE4xZ2lLM2VfeEY1dm5tWFlOZnB5Nl9HQUFBNlNhWnd5RXgtckNEdDk?oc=5,google_rss_카카오모빌리티 AI when:4d,9.0,32.0,ai_infrastructure_security,ai_infrastructure_security,"카카오,카카오모빌리티",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,0.0,,business_change,event:카카오+카카오모빌리티:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,9.0,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오모빌리티와 만난 기아 자율주행 전용 pbv 현실로 만든다,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:카카오모빌리티와 만난 기아 자율주행 전용 pbv 현실로 만든다,self_filler_reference,,,,
