id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v27_event_key,v26가드레일사유
2738,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 스마트폰 카메라 기업 인수…하드웨어 개발 행보 가속",오픈ai 스마트폰 카메라 기업 인수 하드웨어 개발 행보 가속,매일경제 마켓,매일경제 마켓,"Tue, 15 Sep 2026 02:45:15 GMT","오픈AI, 스마트폰 카메라 기업 인수…하드웨어 개발 행보 가속 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5MV19kcVdsb195a3gzaTl1VWdHV2poTnFoa3YwS0g4TG05eWI4a0JQdldRU21yaFVPQzVTWDh2d3c1RFY2NmpPOU5jblRSNlJiYmc?oc=5,google_rss_오픈AI site:mk.co.kr when:2d,204.5,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,204.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2980,경쟁사/해외이슈,경쟁사_해외이슈,애플,"주간 기술 뉴스: 엔비디아의 대담한 전망, 오라클 실적 급등, 애플 신형 아이폰 출시 외",주간 기술 뉴스 엔비디아의 대담한 전망 오라클 실적 급등 애플 신형 아이폰 출시 외,Benzinga,Benzinga,"Mon, 14 Sep 2026 01:45:30 GMT","주간 기술 뉴스: 엔비디아의 대담한 전망, 오라클 실적 급등, 애플 신형 아이폰 출시 외 Benzinga",https://news.google.com/rss/articles/CBMi2AJBVV95cUxOZko3cm8yNTBzVUVzeWkzNWRUWmx3NXdJYlJ4QUVuZFhwUVB1MmNESlNWN2ktN2gydUZXcl83ZU9yMndkRlc4OXF1NU04RzhKYmh5cFh4ZE9HZ1dtVlQ3OU05Yy1EQkhIeHVzSFEwY0R3N0otdGphMGNuQVJuLTFrYTNJN3RqTlE0MGpibGVtTXNuWHljbUs3LVlIN29CZng5TDhIYTBKa2tvamhGd0ZNNjhTZFc3Ty1OYW1tNUtGMm8td2RRWmh0RE9UaDN6cFVtUHJLbGRFOWRQVHBHQUFOZko3UkhzUm9xaE9rY1N0ZmpoQ0gwT3Nic01lOUY5WEhubFM4SjhLd3hSNHdXYmVhUGZicHp1S3dMSW1COFhIRjh2ejR5emNjbUxqSU9jZHpDX3BxWVUtYnJRUmpKX2JPaXo2Zmdyemk3Q1pCdE5HU0sxcXJfZ1Zrbw?oc=5,google_rss_애플 조사 when:2d,204.5,32.0,"earnings,financial_performance",financial_performance,애플,,,,,,,general,14.0,published_yesterday,analysis_with_direct_risk,event:애플:financial_performance,general,,roundup,0,global_platform_or_overseas_rule,Y,global,204.5,financial_performance,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:주간 기술 뉴스 엔비디아의 대담한 전망 오라클 실적 급등 애플 신형 아이폰 출시 외,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:주간 기술 뉴스 엔비디아의 대담한 전망 오라클 실적 급등 애플 신형 아이폰 출시 외,comp_overseas_regulation_data,,,
2600,경쟁사/해외이슈,경쟁사_해외이슈,구글,"""개발 늦춰야"" 앤트로픽·오픈AI·스페이스X·구글 수장들 이례적 합의",개발 늦춰야 앤트로픽 오픈ai 스페이스x 구글 수장들 이례적 합의,글로벌E,글로벌E,"Mon, 14 Sep 2026 08:11:57 GMT","""개발 늦춰야"" 앤트로픽·오픈AI·스페이스X·구글 수장들 이례적 합의 글로벌E",https://news.google.com/rss/articles/CBMia0FVX3lxTE55dzEyUzFHTFVaTWlPREVKUm5iNG1TWkd5VXNncUNzZ3hZTkllQlBOZUs1RllOMUxtOXBrSHl0QlV0cVVnSURFTGU5V0pJSFlHSThTNEdDMDBKTHlXLWxRSlE0cnhIeGZBTkEw?oc=5,google_rss_구글 when:2d,204.5,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,204.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:google:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:anthropic_glasswing_security,comp_overseas_platform_ai,,,
2688,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI·앤트로픽 수장 AI 개발 속도 조절 촉구…AI주 ‘휘청’,오픈ai 앤트로픽 수장 ai 개발 속도 조절 촉구 ai주 휘청,앱스토리,앱스토리,"Mon, 14 Sep 2026 16:51:18 GMT",오픈AI·앤트로픽 수장 AI 개발 속도 조절 촉구…AI주 ‘휘청’ 앱스토리,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9qWjY5MnhtM1llT0dsd3NndEtNSEZmYlN1ZFRLNV9wWXRsb1FER01TSzlRRlltNjdLTjdLRE1YLU1NMlhKbGNuc3l3VG40RFU?oc=5,google_rss_오픈AI AI when:2d,204.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,204.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,
2669,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"팔란티어·엔비디아·부즈앨런, 앤트로픽·오픈AI 데이터 보장 압박…MS는 불신을 기회로",팔란티어 엔비디아 부즈앨런 앤트로픽 오픈ai 데이터 보장 압박 ms는 불신을 기회로,위키트리,위키트리,"Mon, 14 Sep 2026 16:04:00 GMT","팔란티어·엔비디아·부즈앨런, 앤트로픽·오픈AI 데이터 보장 압박…MS는 불신을 기회로 위키트리",https://news.google.com/rss/articles/CBMiVkFVX3lxTFA1anR3N1VlbHhWamVSX0JQMVA5c2dFcjNpaWFZQXB3RWEycWl0SmhzOC10LXkybXp3ZERsb1dlQXhPdXBjcWJPRzZGMFhacXdqa2Y3eVhn?oc=5,google_rss_오픈AI when:2d,204.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,204.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_regulation_data,,,
2819,경쟁사/해외이슈,경쟁사_해외이슈,메타,AI 속도조절론에 희비…엔비디아·SK하이닉스 울고 메타·알파벳 웃었다,ai 속도조절론에 희비 엔비디아 sk하이닉스 울고 메타 알파벳 웃었다,ABC뉴스,ABC뉴스,"Mon, 14 Sep 2026 22:43:30 GMT",AI 속도조절론에 희비…엔비디아·SK하이닉스 울고 메타·알파벳 웃었다 ABC뉴스,https://news.google.com/rss/articles/CBMiY0FVX3lxTE1heTN2b1ZLSjRHSFFCYXBGaWFwQ1V6R0NLX1BETGRMcnVZdkN1Rzd4UHhKRVFocnFYQ3hBT2dySnBrQ3hVajdVX0k1YWdqNl9EcXhPMURRSUI4Rm5CU0JJM3hmSdIBZ0FVX3lxTFBXNF9BRmc0RHpyaEpOVkxLTjVlb2FNeEtnaUFfTVpJYVdvN1BtMXZUWnFvSkJuT1ZsYmFXUG5EemMtU1pjRmhRd2s1MDBCWnpZU25yaXVTOHFKUVlLQ3ZucHF2ekNFbVk?oc=5,google_rss_메타 when:2d,204.0,11.0,ai_infrastructure_security,ai_infrastructure_security,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,204.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:ai 속도조절론에 희비 엔비디아 sk하이닉스 울고 메타 알파벳 웃었다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:ai 속도조절론에 희비 엔비디아 sk하이닉스 울고 메타 알파벳 웃었다,comp_overseas_regulation_data,,,
2734,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"""오픈AI, 애플 출신 카메라 개발 스타트업 '글래스이미징' 인수""",오픈ai 애플 출신 카메라 개발 스타트업 글래스이미징 인수,뉴시스,뉴시스,"Mon, 14 Sep 2026 22:00:23 GMT","""오픈AI, 애플 출신 카메라 개발 스타트업 '글래스이미징' 인수"" 뉴시스",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1QM3dYVEJRLTZZNTFVeXQ1Z2c5TkFGNjlMa3M5SFNRcS1hYnlOM1ozelVFVEoxVFhpSzBIUF92Z2VReUFOeWR4OWprU3Y3WXcxWnFkNUYwdTY3OWw4RU5DdV93?oc=5,google_rss_오픈AI site:newsis.com when:2d,203.5,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"애플,오픈AI",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,203.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2873,경쟁사/해외이슈,경쟁사_해외이슈,메타,"한국AI실감메타버스콘텐츠협회, 에스토니아·핀란드 혁신기관과 유럽시장 검증 협력 본격화",한국ai실감메타버스콘텐츠협회 에스토니아 핀란드 혁신기관과 유럽시장 검증 협력 본격화,v.daum.net,v.daum.net,"Mon, 14 Sep 2026 05:26:44 GMT","한국AI실감메타버스콘텐츠협회, 에스토니아·핀란드 혁신기관과 유럽시장 검증 협력 본격화 v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTFBsTlZGYkhtY0hDVlFJblFrc2xidm41Sld0RWtJejBvNldpTXVPaG5GdGRCakVqZ2lra1AtNTlWU1hCOXBUMlE?oc=5,"google_rss_""메타"" when:2d",202.5,51.0,ai_infrastructure_security,ai_infrastructure_security,메타,,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,business_change,global_incident:platform_regulation:meta:platform_content_moderation_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,202.5,ai_infrastructure_security,competitor:platform_obligation,global_incident:platform_regulation:meta:platform_content_moderation_obligation:general,global_incident:platform_regulation:meta:platform_content_moderation_obligation,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:meta:platform_content_moderation_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:meta:platform_content_moderation_obligation,self_filler_reference,,,
2846,경쟁사/해외이슈,경쟁사_해외이슈,메타,"한국AI실감메타버스콘텐츠협회, 에스토니아·핀란드 혁신기관과 유럽시장 검증 협력 본격화",한국ai실감메타버스콘텐츠협회 에스토니아 핀란드 혁신기관과 유럽시장 검증 협력 본격화,세계일보,세계일보,"Mon, 14 Sep 2026 05:25:10 GMT","한국AI실감메타버스콘텐츠협회, 에스토니아·핀란드 혁신기관과 유럽시장 검증 협력 본격화 세계일보",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBreFBjMk81SDJMeUJKbGtSWTNYeWNCZ1Ric2VyMTc3cGpQYjZ2WTNBS05QeWNJVjY3ai1vWjBHOERRRjVhZ3Q5Y2RxWW5iR1BvTkFQZ9IBVEFVX3lxTFBreFBjMk81SDJMeUJKbGtSWTNYeWNCZ1Ric2VyMTc3cGpQYjZ2WTNBS05QeWNJVjY3ai1vWjBHOERRRjVhZ3Q5Y2RxWW5iR1BvTkFQZw?oc=5,google_rss_메타 when:2d,202.5,51.0,ai_infrastructure_security,ai_infrastructure_security,메타,,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,business_change,global_incident:platform_regulation:meta:platform_content_moderation_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,202.5,ai_infrastructure_security,competitor:platform_obligation,global_incident:platform_regulation:meta:platform_content_moderation_obligation:general,global_incident:platform_regulation:meta:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:meta:platform_content_moderation_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:meta:platform_content_moderation_obligation,comp_overseas_regulation_data,,,
2677,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 스마트폰 카메라 스타트업 '글래스 이미징' 4043억원에 기습 인수",오픈ai 스마트폰 카메라 스타트업 글래스 이미징 4043억원에 기습 인수,파이낸셜뉴스,파이낸셜뉴스,"Mon, 14 Sep 2026 22:21:53 GMT","오픈AI, 스마트폰 카메라 스타트업 '글래스 이미징' 4043억원에 기습 인수 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1aakQxUzlnVmNYdjRlamg0d1dJWWJfTGJYemsxZVk4dGZEWjVESEpIUEQxOVh4elVpN0RUbHBMZC1uMWVDNFB1a0dydS1YTnR3WEwxcEhoc09iUQ?oc=5,google_rss_오픈AI when:2d,202.5,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,202.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
3287,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,앤트로픽 “중국 AI 기업들 ‘위장 접속’ 클로드 이용”,앤트로픽 중국 ai 기업들 위장 접속 클로드 이용,뉴스앤포스트,뉴스앤포스트,"Mon, 14 Sep 2026 01:33:51 GMT",앤트로픽 “중국 AI 기업들 ‘위장 접속’ 클로드 이용” 뉴스앤포스트,https://news.google.com/rss/articles/CBMib0FVX3lxTFBlSWlIY2VydG1hWGktLXQ2bFJuVnAwVW5ubFBmVjZOUkZxYVljLXZTRldTUEZyN01DZmxtNC12dEh1T0oyaEVxQkpOTHFONW10ajg3bjh6RkJjc09iM0tFaHdRS1p4d2xFVlVwRktfNA?oc=5,"google_rss_""중국 AI"" when:2d",202.5,14.0,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,앤트로픽,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,202.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:sector:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:sector:anthropic_glasswing_security,comp_overseas_regulation_data,,,
2769,경쟁사/해외이슈,경쟁사_해외이슈,MS,[게임스테이션] '이클립스' 매출 1위·'프팝콘'-'짱구' 콜라보·'넷마블조정선수단' 메달·엔씨-MS '아이온2 협력',게임스테이션 이클립스 매출 1위 프팝콘 짱구 콜라보 넷마블조정선수단 메달 엔씨 ms 아이온2 협력,뉴스웍스,뉴스웍스,"Tue, 15 Sep 2026 02:16:18 GMT",[게임스테이션] '이클립스' 매출 1위·'프팝콘'-'짱구' 콜라보·'넷마블조정선수단' 메달·엔씨-MS '아이온2 협력' 뉴스웍스,https://news.google.com/rss/articles/CBMib0FVX3lxTE52VVF1WFJfSE90UFZZMkppcG9HeWF2cGI0QlBUSllUS1RxcjJ1TFNOYy1hanlheldfVms4M296dTRjd18tOWtRaXR4amlGM0IyUkUzNUJIaTQxX20zVl9YZm91VGp4OFpSN1Z0X2c4SdIBc0FVX3lxTE1CMmR2Ml8tQWxLX3dYV1VDVmg2MjhaSDBVLXpfTW15TGlPeHg5czloYXVtdzJ2YnpLSTNTZDZJSGV4ek5Vbm1zd0QxNnI1MVNzZERZWno4ay1nNHdERlhqbldUc2c5Q1J3cnRDbFAtckZRUmc?oc=5,google_rss_MS when:2d,202.0,36.0,"earnings,financial_performance,labor_dispute",labor_general,,,,,,,,general,24.0,published_today,general,,vote_or_mediation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,202.0,financial_performance,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:게임스테이션 이클립스 매출 1위 프팝콘 짱구 콜라보 넷마블조정선수단 메달 엔씨 ms 아이온2 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:게임스테이션 이클립스 매출 1위 프팝콘 짱구 콜라보 넷마블조정선수단 메달 엔씨 ms 아이온2 협력,comp_overseas_regulation_data,,,
2683,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"英 찰스 3세, 글로벌 AI 정상급 회동 주최…오픈AI·엔비디아 등 집결",찰스 3세 글로벌 ai 정상급 회동 주최 오픈ai 엔비디아 등 집결,블루밍비트,블루밍비트,"Mon, 14 Sep 2026 06:33:46 GMT","英 찰스 3세, 글로벌 AI 정상급 회동 주최…오픈AI·엔비디아 등 집결 블루밍비트",https://news.google.com/rss/articles/CBMiUEFVX3lxTE90VHFveWs3eEQtaWU3RG5kZ2tkVUZmZVFuODlvbXlZbzV6U2l4eVJNU3ZKdktHNFRJLWM5VUdZZ3dxc3pzZzY1QTZDaVNIUjhW?oc=5,google_rss_오픈AI AI when:2d,202.0,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,202.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2730,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI·앤트로픽 '몰빵' 대신 분산…인사이트 파트너스의 AI 투자법,오픈ai 앤트로픽 몰빵 대신 분산 인사이트 파트너스의 ai 투자법,디지털투데이,디지털투데이,"Mon, 14 Sep 2026 06:13:00 GMT",오픈AI·앤트로픽 '몰빵' 대신 분산…인사이트 파트너스의 AI 투자법 디지털투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTE95bUFsR1ZSTjVNTXdLazQ4c0NrUVR6OWxLbDdYVFMtakw5VXR1ejlBU1E3MmQ0TThxWnRpcDhhelF1YXpMdWNEQlA5aHQzRXNDTy1YbXZMV05nVFRXdlQ3cURZSklRR09ldWtuWUhXLU03bGM?oc=5,google_rss_오픈AI 스테이블코인 when:2d,202.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,202.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,
