id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
2713,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"안트로픽, 연간 매출 런레이트 650억달러…오픈AI보다 250억달러 앞서",안트로픽 연간 매출 런레이트 650억달러 오픈ai보다 250억달러 앞서,Yellow.com,Yellow.com,"Tue, 18 Aug 2026 09:29:42 GMT","안트로픽, 연간 매출 런레이트 650억달러…오픈AI보다 250억달러 앞서 Yellow.com",https://news.google.com/rss/articles/CBMi_wJBVV95cUxPRFJOdFl1UnZfT3NxQ2w2Z0pqTHc4bEVpS01LMlo0Mm1RRS1TaV9iS3drclllZVQ3RUE5VkRqOGxfV2R1ZDg4Um1UaWpTNGpXdERIeHM1eHJ3R3Q1SGh1cnZRMExtMm44dDBpTnVjM1NQNm5QTUltYlJ6MmhyYmJaUVc4UzdYNFRGWkUxMjc2UlZ0Z0h5REJGSHl4MjhSNFhVUXdxY3ZleUVuNENrNjl0VGgyM2lnRk5NcHgyZmtXX0t4NHNjRjdnd2V3NnhuQWVSRW5zVTB3QVlVYzFSNno3VXppSmN6VlNyNmJTRjE1ZGRjeWVBcjA5NDRLY1ZUWEl4aU9ZX3dqTF80UVFCT3JVYWREREhoeWU3cERXY3dVbGRQNktkZTVtYXoyMWlINzBPTmdVV253YnRPTUp6MkZuMXhjNE9USGc0ZURpaFh1Q0ptbEtrZkJBRUg2UVBVX2EweEJyWm1YamhzN29pMGlhWG9ZZDg1WVdDNlo2TUM2RQ?oc=5,google_rss_오픈AI 조사 when:2d,196.0,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,196.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2044,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"오브젠, '스트래티지' 네이버 클라우드 플랫폼 마켓플레이스 등록",오브젠 스트래티지 네이버 클라우드 플랫폼 마켓플레이스 등록,뉴시스,뉴시스,"Mon, 17 Aug 2026 23:11:24 GMT","오브젠, '스트래티지' 네이버 클라우드 플랫폼 마켓플레이스 등록 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE85MU9ua2xLVFk4Wnd1VGFLeUdCREtnb2tRUHZoNVZTbkl0cUxNX2VvZl9yV1E2NVJyYVFyUTJYSFVGRzZGLUg4c0Q4WHo1OHdiQ2hmZWhOeWNORjl1eXoyYtIBeEFVX3lxTE41SXRDYnIzS05VYnNXQ2xPbmVPRTE0dk93REphaTdobzFQT2tLOVg5OEEzUktLcVFrZzQzemNIRGVQOUdIcTgyQldvcVQtdTRleWpkV0lFX0hSNGE5MUhMR0VKWW4yVEpya1dSR2hiRkxncWppZkgxYw?oc=5,google_rss_네이버 site:newsis.com when:2d,196.0,13.5,market_power_platform,market_power_platform,네이버,,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:naver:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,196.0,market_power_platform,competitor:regulatory_enforcement,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:naver:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_ai_platform,,,
2602,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 보안 위협에 개발 속도 조절…모델 훈련 일시 중단",오픈ai 보안 위협에 개발 속도 조절 모델 훈련 일시 중단,KBS 뉴스,KBS 뉴스,"Tue, 18 Aug 2026 22:35:00 GMT","오픈AI, 보안 위협에 개발 속도 조절…모델 훈련 일시 중단 KBS 뉴스",https://news.google.com/rss/articles/CBMiZkFVX3lxTE1hZXpWNlU1YkRjNHRLek13TGNRMGFRUE85U1VVNVYwSGRzT1Zxb3BoOGxEbmtfTmFUeUlUS2NYdTIzNkl5MU5rcmdGOW1nTW9tTTZYUUJJWTJuS2JjcE1XbE9ZMUxOQQ?oc=5,google_rss_오픈AI when:2d,195.5,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,오픈AI,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,195.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
2654,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 청소년용 챗GPT 출시…유해대화·정서적 유착 제한",오픈ai 청소년용 챗gpt 출시 유해대화 정서적 유착 제한,뉴시스,뉴시스,"Tue, 18 Aug 2026 19:12:32 GMT","오픈AI, 청소년용 챗GPT 출시…유해대화·정서적 유착 제한 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1EUEl3XzdhUlFRY1dETTIyQTJWb2VhR2NRUE5ZcHdnUGNTZEVFMGxBZjB2SVNsQVFuVEhwVlNPb3owRXhGU2JtdG9DY2lITFk0Z21Tc2NIVGxSdHNkZEFlZtIBeEFVX3lxTFAyRFpWNmxkMk9LTWtCVXNEUl9hNGxuMzRWdGNHZTJZc2drZGh6Z2Z6dVBSMmw4RFZSc20wY2t6SndpMmh2SFRFcVZNVG91SXJLN09KdFliQk8taDNVSTJKeXVqZzVKN3RBY0VkdDFBTHhMUzRBMDhHRw?oc=5,google_rss_오픈AI when:2d,195.5,27.5,"ai_infrastructure_security,deepfake_youth,platform_obligation",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,195.5,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2527,경쟁사/해외이슈,경쟁사_해외이슈,구글,구글은 인공지능 개발을 위해 스피릿 항공의 데이터를 1천만 달러에 인수했습니다.,구글은 인공지능 개발을 위해 스피릿 항공의 데이터를 1천만 달러에 인수했습니다,Vietnam.vn,Vietnam.vn,"Tue, 18 Aug 2026 07:50:34 GMT",구글은 인공지능 개발을 위해 스피릿 항공의 데이터를 1천만 달러에 인수했습니다. Vietnam.vn,https://news.google.com/rss/articles/CBMikgFBVV95cUxOdmNOdXc1Ql8zYTJFNUNnUERES29XY25fQ0NyZFAyRmRTWm5tUHlwLWVyejhRd1lRenF6OFY4Zy1uak50YlVxd09HYmkyWEhKeEJhdVlkcVlhWWh6NFZ1dzlCM2RudWt3UmQwcWlwNFVCemgxUG1La25HaWFVQmJYY2pvTl8zd1lyMVExV0RiY3lIQQ?oc=5,google_rss_구글 when:2d,195.0,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,구글,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:google:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,195.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:mna_capital:google:mna_capital:general,global_incident:mna_capital:google:mna_capital,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:mna_capital:google:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:google:mna_capital,comp_overseas_regulation_data,,,
2489,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글, 파산한 美 항공사 데이터 140억원에 인수…AI 모델 고도화에 활용 - 조선비즈",구글 파산한 항공사 데이터 140억원에 인수 ai 모델 고도화에 활용,Chosunbiz,Chosunbiz,"Tue, 18 Aug 2026 07:26:00 GMT","구글, 파산한 美 항공사 데이터 140억원에 인수…AI 모델 고도화에 활용 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxQeEI0Q3BITXRYRlc3TXhPdUZzb1A5d1J3ZFlVRzkzcGJXeTZCUmprSjltOHBVOGdXZnJOQW1SM0dYOGNRclBhc2lTc2FyR2hQSmVzcFQ2M1Q3QVBId0ZFcW9wN0U2bTJ5b3R5bXUxMUgtdHFXbUxIOXlDTWFTYjZ1YW130gGWAUFVX3lxTE5kX1Q1NjZaVDBGNHc4dkZFei1DMURJS2RSUVg3bzZTR0xQbWl3OVpvbDl2U1VPVkUzUTk3XzJleXNsdlZZaGROT2hRTlZJWHFuTTg2dE5SbG9xMVg3bGFrQjZtM3dWNjIwVVFCYl9zVHJ3TldGU0dJU1RPaGtxTk1WdFVfVWEzVE1jX2U4VFdOTU5PZWJfUQ?oc=5,google_rss_구글 when:2d,195.0,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,구글,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:google:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,195.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:mna_capital:google:mna_capital:general,global_incident:mna_capital:google:mna_capital,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:mna_capital:google:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:google:mna_capital,comp_overseas_regulation_data,,,
2508,경쟁사/해외이슈,경쟁사_해외이슈,구글,"AI에 기업 업무 학습시키려…구글, 파산한 미 항공사 데이터 인수",ai에 기업 업무 학습시키려 구글 파산한 미 항공사 데이터 인수,v.daum.net,v.daum.net,"Tue, 18 Aug 2026 02:42:02 GMT","AI에 기업 업무 학습시키려…구글, 파산한 미 항공사 데이터 인수 v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTFBpUXQwSEhwU2hCLVprakp4RVZNcU0zRGd2ZkpTdzZDQksyT0xDWEhxYTZoOE91LS0xM0czWVZsZmFzeUl5Qmc?oc=5,google_rss_구글 when:2d,195.0,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,구글,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:google:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,195.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:mna_capital:google:mna_capital:general,global_incident:mna_capital:google:mna_capital,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:mna_capital:google:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:google:mna_capital,self_filler_reference,,,
2592,경쟁사/해외이슈,경쟁사_해외이슈,구글,"AI에 기업 업무 학습시키려…구글, 파산한 美항공사 데이터 인수",ai에 기업 업무 학습시키려 구글 파산한 항공사 데이터 인수,파이낸셜뉴스,파이낸셜뉴스,"Tue, 18 Aug 2026 02:05:03 GMT","AI에 기업 업무 학습시키려…구글, 파산한 美항공사 데이터 인수 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE12TE8yTlZubnY1TmtzYnBDZ3pMaG9aTzZ5Z0dCVGNfSThZZjNqX2pqMXBTZU1MLWNUWG1kbFpCMTVZTUd6YV92WWE1aV93YTEwTFY0NkZFMU9LUQ?oc=5,google_rss_구글 site:fnnews.com when:2d,195.0,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,구글,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:google:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,195.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:mna_capital:google:mna_capital:general,global_incident:mna_capital:google:mna_capital,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:mna_capital:google:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:google:mna_capital,comp_overseas_regulation_data,,,
2741,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"앤스로픽, 연환산 매출 650억달러 돌파…오픈AI 추월",앤스로픽 연환산 매출 650억달러 돌파 오픈ai 추월,이투데이,이투데이,"Mon, 17 Aug 2026 22:55:00 GMT","앤스로픽, 연환산 매출 650억달러 돌파…오픈AI 추월 이투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE9QRTdiS29nakRvZHhxdUgwSjEtRTFNYzRkaGtucF9rN2Y4eHJmZlFKWHVTTWsxcm9rUzIzWjE1cGZRek5fRUR0TjY3anN4WjQ5TzVWbmRJbkcwRjlsbTBCV1BSbHhyRk1Pa0ZRRg?oc=5,google_rss_오픈AI 스테이블코인 when:2d,195.0,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,195.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
1978,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"‘초록창 위기론’ 뒤집은 10년 투자…네이버, AI 인프라 승부수",초록창 위기론 뒤집은 10년 투자 네이버 ai 인프라 승부수,아시아투데이,아시아투데이,"Tue, 18 Aug 2026 08:11:29 GMT","‘초록창 위기론’ 뒤집은 10년 투자…네이버, AI 인프라 승부수 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE9BaFdvdkFOSEtLYk9fTTduR210M3JTZU9ITk1Tck42aUZlYjJmUy1XVEF1WDFzUWdsZW1MYm9fVWpuZTZ3bXhsQWRMcG1fYmFDaE1IN3ZPWnNUdUZOZnc1OVM5cFBCaUlnUTYzTmxR?oc=5,google_rss_네이버 when:2d,195.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,195.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
2019,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"AI 캐릭터챗 기업 버블탭, 네이버클라우드·그레이고 등에서 총 70억원 투자 유치",ai 캐릭터챗 기업 버블탭 네이버클라우드 그레이고 등에서 총 70억원 투자 유치,네이트,네이트,"Tue, 18 Aug 2026 07:26:00 GMT","AI 캐릭터챗 기업 버블탭, 네이버클라우드·그레이고 등에서 총 70억원 투자 유치 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5qTFhWT2tQS1dwZ1VGaURiNVpmdWtmWVZJTzA2SUZVc1cxYnNDNlpnWWF4MDZBTHF0d0thUkFVYVhWZGVrQ21pcy1zcFlEVHkzaUhz?oc=5,google_rss_네이버 AI when:2d,195.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,195.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 캐릭터챗 기업 버블탭 네이버클라우드 그레이고 등에서 총 70억원 투자 유치,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai 캐릭터챗 기업 버블탭 네이버클라우드 그레이고 등에서 총 70억원 투자 유치,comp_domestic_ai_platform,,,
2624,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 모델 학습 2주간 일시 중단…보안사고 여파",오픈ai 모델 학습 2주간 일시 중단 보안사고 여파,v.daum.net,v.daum.net,"Wed, 19 Aug 2026 01:33:50 GMT","오픈AI, 모델 학습 2주간 일시 중단…보안사고 여파 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9ZbkNOVUNSTk9CekVVMEVaX0J6RWh4WFFEdHo0MTg4cTIyTkEweFNXZWpickVaR0k1OTNhdmxMYkRGZTVNRmFMRU1PU2t5NlE?oc=5,google_rss_오픈AI when:2d,193.5,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,오픈AI,,,,,,,general,24.0,published_today,analysis_with_direct_risk,privacy_security:openai:security_incident,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,193.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,self_filler_reference,,,
2613,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 청소년용 챗GPT 출시…유해 대화 내용 제한 - 조선비즈",오픈ai 청소년용 챗gpt 출시 유해 대화 내용 제한,Chosunbiz,Chosunbiz,"Wed, 19 Aug 2026 01:28:00 GMT","오픈AI, 청소년용 챗GPT 출시…유해 대화 내용 제한 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxQT1lCcmVzdkc4RmtzdldlTmkyMFFpcGt5TGNIMk5oQkg3MjhVa1U3UE1feE9fVC1tWUE3enR1bmFYSHA3RjRzb3JyWURJZjFTVl9JQ0ZueFoyZGZ3LXNxektsdnhxTXUtMEF3RzJ2TGQ0TlAxaUtPdTR0YTBiNnNvbHpB0gGWAUFVX3lxTE9uRnl5LUw3TzZvc21rVEZ6aVFNMlNyMVpGMk0zeGpINUxwcjlTZDQ2ZU9EakxTQjJvU0dsRGdIMF9HaWEwSHJ5ekZJMGFaRW1jYU9RY01EOTk5SlFyUVVNR0FpUFpvU3p1UkxPNFZJdmZ2eVdXYURsNnZ2WnBucF8wMXdkQk1YSWZ5RWxoV2ViSkN4a2FOQQ?oc=5,google_rss_오픈AI when:2d,193.5,27.5,"ai_infrastructure_security,deepfake_youth,platform_obligation",ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,193.5,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
2644,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, AI 개발 ‘속도전’ 잠시 멈춘다…보안 사고에 안전장치 강화",오픈ai ai 개발 속도전 잠시 멈춘다 보안 사고에 안전장치 강화,v.daum.net,v.daum.net,"Tue, 18 Aug 2026 22:59:06 GMT","오픈AI, AI 개발 ‘속도전’ 잠시 멈춘다…보안 사고에 안전장치 강화 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1iaEl6U2M0RUhySUFWQ3ZPZDFobG1xNFgwRTlQZWdHWlZqc09PRkpKTFdFNVlPUlNxdXYwenlvYk53VU1fRElEaW1tS3AzUVE?oc=5,google_rss_오픈AI when:2d,193.5,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,오픈AI,,,,,,,general,24.0,published_today,direct_risk,privacy_security:openai:security_incident,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,193.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,self_filler_reference,,,
